deal_key,company_key,channel_key,campaign_key,rep_key,stage_key,lost_reason_key,created_date_key,won_date_key,lost_date_key,mrr_usd,tcv_usd,dialer_hours_attributed,deal_age_days,is_won,is_lost,churn_date_key,is_churned,retained_months,churned_mrr
D0005932,C0056687,CH01,,R014,S04,LR01,20260717,0,20260728,0.0,0.0,4.08,11.0,0,1,0,0,,0.0
D0005933,C0058820,CH02,,R014,S07,LR14,20240717,20240806,0,702.98,9724.58,0.0,20.0,1,0,20241204,1,4.0,702.98
D0005934,C0059693,CH04,,R015,S02,LR12,20260122,0,20260226,0.0,0.0,0.0,35.0,0,1,0,0,,0.0
D0005935,C0004790,CH01,,R010,S01,LR03,20250926,0,20251117,0.0,0.0,2.6,52.0,0,1,0,0,,0.0
D0005936,C0040622,CH07,CMP010,R010,S05,LR14,20250520,0,20250608,0.0,0.0,0.0,19.0,0,1,0,0,,0.0
D0005937,C0045438,CH01,,R010,S05,LR02,20260911,0,20260918,0.0,0.0,4.04,7.0,0,1,0,0,,0.0
D0005938,C0045608,CH10,,R007,S01,LR03,20260622,0,20260724,0.0,0.0,3.95,32.0,0,1,0,0,,0.0
D0005939,C0035314,CH01,,R015,S01,LR02,20240517,0,20240609,0.0,0.0,3.24,23.0,0,1,0,0,,0.0
D0005940,C0024046,CH06,CMP007,R005,S09,LR08,20250703,0,20250709,0.0,0.0,0.0,6.0,0,1,0,0,,0.0
D0005941,C0050176,CH01,,R002,S02,LR08,20241225,0,20250130,0.0,0.0,2.39,36.0,0,1,0,0,,0.0
D0005942,C0027023,CH06,CMP001,R014,S02,LR02,20240109,0,20240205,0.0,0.0,0.0,27.0,0,1,0,0,,0.0
D0005943,C0024540,CH07,CMP002,R013,S02,LR05,20260813,0,20260822,0.0,0.0,0.0,9.0,0,1,0,0,,0.0
D0005944,C0054010,CH02,,R006,S02,LR02,20261208,0,20261225,0.0,0.0,0.0,17.0,0,1,0,0,,0.0
D0005945,C0025581,CH01,,R004,S04,LR01,20260305,0,20260313,0.0,0.0,2.61,8.0,0,1,0,0,,0.0
D0005946,C0058680,CH01,,R002,S02,LR03,20240201,0,20240402,0.0,0.0,2.57,61.0,0,1,0,0,,0.0
D0005947,C0019738,CH01,,R010,S07,LR14,20240112,20240310,0,641.84,6606.45,4.45,58.0,1,0,0,0,12.0,0.0
D0005948,C0057072,CH01,,R007,S01,LR05,20250606,0,20250609,0.0,0.0,4.87,3.0,0,1,0,0,,0.0
D0005949,C0033847,CH01,,R011,S01,LR04,20260629,0,20260730,0.0,0.0,2.33,31.0,0,1,0,0,,0.0
D0005950,C0028719,CH01,,R002,S04,LR01,20261103,0,20261108,0.0,0.0,2.84,5.0,0,1,0,0,,0.0
D0005951,C0031951,CH01,,R010,S04,LR01,20261030,0,20261111,0.0,0.0,3.54,12.0,0,1,0,0,,0.0
D0005952,C0039481,CH03,,R007,S07,LR14,20250916,20250928,0,246.86,2625.95,0.0,12.0,1,0,0,0,12.0,0.0
D0005953,C0013007,CH01,,R012,S02,LR02,20260313,0,20260324,0.0,0.0,2.05,11.0,0,1,0,0,,0.0
D0005954,C0004213,CH01,,R011,S01,LR08,20261211,0,20261219,0.0,0.0,2.2,8.0,0,1,0,0,,0.0
D0005955,C0037733,CH01,,R008,S04,LR01,20240408,0,20240415,0.0,0.0,3.79,7.0,0,1,0,0,,0.0
D0005956,C0044153,CH01,,R012,S04,LR01,20261008,0,20261028,0.0,0.0,3.22,20.0,0,1,0,0,,0.0
D0005957,C0017194,CH01,,R009,S02,LR06,20260414,0,20260512,0.0,0.0,3.04,28.0,0,1,0,0,,0.0
D0005958,C0047268,CH01,,R013,S02,LR04,20240913,0,20241025,0.0,0.0,3.88,42.0,0,1,0,0,,0.0
D0005959,C0038003,CH01,,R007,S01,LR04,20260227,0,20260409,0.0,0.0,3.3,41.0,0,1,0,0,,0.0
D0005960,C0004420,CH03,,R006,S09,LR05,20241111,0,20241117,0.0,0.0,0.0,6.0,0,1,0,0,,0.0
D0005961,C0013835,CH01,,R012,S02,LR02,20240412,0,20240501,0.0,0.0,3.51,19.0,0,1,0,0,,0.0
D0005962,C0054106,CH01,,R006,S07,LR14,20240307,20240320,0,714.39,9096.29,4.57,13.0,1,0,20241016,1,7.0,714.39
D0005963,C0030925,CH01,,R001,S01,LR04,20260409,0,20260518,0.0,0.0,3.51,39.0,0,1,0,0,,0.0
D0005964,C0006633,CH05,,R001,S04,LR01,20250922,0,20251025,0.0,0.0,0.0,33.0,0,1,0,0,,0.0
D0005965,C0044266,CH06,CMP001,R011,S04,LR01,20241022,0,20250107,0.0,0.0,0.0,77.0,0,1,0,0,,0.0
D0005966,C0048521,CH01,,R008,S04,LR01,20240418,0,20240430,0.0,0.0,4.34,12.0,0,1,0,0,,0.0
D0005967,C0018486,CH01,,R014,S01,LR05,20260624,0,20260724,0.0,0.0,2.43,30.0,0,1,0,0,,0.0
D0005968,C0034118,CH01,,R011,S01,LR02,20250313,0,20250326,0.0,0.0,2.87,13.0,0,1,0,0,,0.0
D0005969,C0006924,CH06,CMP001,R010,S04,LR01,20241104,0,20241209,0.0,0.0,0.0,35.0,0,1,0,0,,0.0
D0005970,C0039485,CH04,,R014,S07,LR14,20240719,20240813,0,594.82,7639.7,0.0,25.0,1,0,0,0,12.0,0.0
D0005971,C0056631,CH01,,R003,S01,LR04,20240515,0,20240524,0.0,0.0,4.02,9.0,0,1,0,0,,0.0
D0005972,C0003374,CH01,,R015,S04,LR01,20261215,0,20261231,0.0,0.0,2.09,39.0,0,1,0,0,,0.0
D0005973,C0019620,CH10,,R005,S04,LR01,20240417,0,20240704,0.0,0.0,3.55,78.0,0,1,0,0,,0.0
D0005974,C0040886,CH06,CMP009,R010,S05,LR07,20261012,0,20261016,0.0,0.0,0.0,4.0,0,1,0,0,,0.0
D0005975,C0035695,CH02,,R006,S05,LR05,20261001,0,20261007,0.0,0.0,0.0,6.0,0,1,0,0,,0.0
D0005976,C0013672,CH01,,R007,S01,LR04,20241209,0,20241220,0.0,0.0,2.36,11.0,0,1,0,0,,0.0
D0005977,C0003206,CH02,,R001,S08,LR14,20240822,20240902,0,1228.42,14127.89,0.0,11.0,1,0,0,0,12.0,0.0
D0005978,C0031527,CH01,,R007,S01,LR02,20240501,0,20240519,0.0,0.0,2.17,18.0,0,1,0,0,,0.0
D0005979,C0013010,CH10,,R001,S04,LR01,20260728,0,20260929,0.0,0.0,3.55,63.0,0,1,0,0,,0.0
D0005980,C0058911,CH04,,R009,S09,LR02,20250101,0,20250130,0.0,0.0,0.0,29.0,0,1,0,0,,0.0
D0005981,C0049130,CH01,,R007,S04,LR01,20251003,0,20251104,0.0,0.0,2.83,32.0,0,1,0,0,,0.0
D0005982,C0053223,CH01,,R010,S01,LR02,20240125,0,20240325,0.0,0.0,2.01,60.0,0,1,0,0,,0.0
D0005983,C0047785,CH04,,R013,S07,LR14,20251209,20251231,0,955.04,12926.62,0.0,22.0,1,0,0,0,12.0,0.0
D0005984,C0056383,CH10,,R014,S02,LR09,20240924,0,20241003,0.0,0.0,4.47,9.0,0,1,0,0,,0.0
D0005985,C0045485,CH01,,R003,S01,LR08,20241009,0,20241022,0.0,0.0,3.74,13.0,0,1,0,0,,0.0
D0005986,C0001831,CH01,,R010,S05,LR03,20250203,0,20250216,0.0,0.0,4.27,13.0,0,1,0,0,,0.0
D0005987,C0009647,CH05,,R003,S01,LR05,20251205,0,20260223,0.0,0.0,0.0,80.0,0,1,0,0,,0.0
D0005988,C0034265,CH01,,R012,S09,LR14,20240701,0,20240828,0.0,0.0,4.73,58.0,0,1,0,0,,0.0
D0005989,C0036566,CH01,,R013,S05,LR02,20240325,0,20240329,0.0,0.0,2.55,4.0,0,1,0,0,,0.0
D0005990,C0022053,CH06,CMP005,R004,S09,LR05,20260608,0,20260712,0.0,0.0,0.0,34.0,0,1,0,0,,0.0
D0005991,C0002046,CH01,,R014,S02,LR05,20250723,0,20250917,0.0,0.0,2.26,56.0,0,1,0,0,,0.0
D0005992,C0043673,CH01,,R007,S01,LR07,20260601,0,20260605,0.0,0.0,2.14,4.0,0,1,0,0,,0.0
D0005993,C0040825,CH01,,R007,S01,LR07,20251112,0,20251218,0.0,0.0,4.06,36.0,0,1,0,0,,0.0
D0005994,C0044505,CH01,,R014,S07,LR14,20250701,20250727,0,720.36,8042.76,2.96,26.0,1,0,20260123,1,6.0,720.36
D0005995,C0021177,CH01,,R012,S04,LR01,20240304,0,20240330,0.0,0.0,3.51,26.0,0,1,0,0,,0.0
D0005996,C0057846,CH01,,R013,S01,LR10,20240312,0,20240321,0.0,0.0,3.05,9.0,0,1,0,0,,0.0
D0005997,C0037150,CH01,,R002,S07,LR14,20250908,20251130,0,1240.09,15650.9,4.14,83.0,1,0,0,0,12.0,0.0
D0005998,C0037099,CH01,,R014,S02,LR04,20250421,0,20250524,0.0,0.0,4.47,33.0,0,1,0,0,,0.0
D0005999,C0054379,CH01,,R011,S09,LR05,20240917,0,20241010,0.0,0.0,4.63,23.0,0,1,0,0,,0.0
D0006000,C0056881,CH01,,R003,S02,LR06,20251217,0,20260108,0.0,0.0,4.63,22.0,0,1,0,0,,0.0
D0006001,C0011108,CH01,,R014,S05,LR04,20240705,0,20240801,0.0,0.0,3.31,27.0,0,1,0,0,,0.0
D0006002,C0026273,CH01,,R012,S09,LR03,20251031,0,20251101,0.0,0.0,2.8,1.0,0,1,0,0,,0.0
D0006003,C0029629,CH01,,R009,S09,LR08,20260710,0,20260726,0.0,0.0,3.29,16.0,0,1,0,0,,0.0
D0006004,C0032106,CH01,,R012,S05,LR14,20261210,0,20261231,0.0,0.0,3.38,21.0,0,1,0,0,,0.0
D0006005,C0043478,CH01,,R010,S02,LR02,20260204,0,20260207,0.0,0.0,3.99,3.0,0,1,0,0,,0.0
D0006006,C0057843,CH01,,R013,S02,LR14,20241107,0,20241203,0.0,0.0,4.0,26.0,0,1,0,0,,0.0
D0006007,C0049026,CH01,,R009,S01,LR08,20240329,0,20240503,0.0,0.0,2.41,35.0,0,1,0,0,,0.0
D0006008,C0059096,CH01,,R011,S01,LR03,20260420,0,20260604,0.0,0.0,4.94,45.0,0,1,0,0,,0.0
D0006009,C0003406,CH01,,R014,S01,LR02,20250508,0,20250626,0.0,0.0,3.28,49.0,0,1,0,0,,0.0
D0006010,C0035251,CH01,,R004,S01,LR04,20250110,0,20250122,0.0,0.0,2.94,12.0,0,1,0,0,,0.0
D0006011,C0052621,CH04,,R006,S07,LR14,20241011,20241015,0,1224.7,16231.63,0.0,4.0,1,0,0,0,12.0,0.0
D0006012,C0047993,CH01,,R009,S02,LR04,20260629,0,20260802,0.0,0.0,2.2,34.0,0,1,0,0,,0.0
D0006013,C0019748,CH01,,R006,S01,LR06,20240405,0,20240410,0.0,0.0,2.52,5.0,0,1,0,0,,0.0
D0006014,C0038815,CH07,CMP002,R002,S01,LR06,20260211,0,20260227,0.0,0.0,0.0,16.0,0,1,0,0,,0.0
D0006015,C0054922,CH01,,R006,S01,LR09,20260911,0,20261012,0.0,0.0,3.42,31.0,0,1,0,0,,0.0
D0006016,C0032673,CH10,,R004,S04,LR01,20260318,0,20260504,0.0,0.0,3.62,47.0,0,1,0,0,,0.0
D0006017,C0056660,CH08,,R004,S07,LR14,20240129,20240208,0,495.55,6193.0,0.0,10.0,1,0,0,0,12.0,0.0
D0006018,C0021186,CH01,,R012,S02,LR14,20240329,0,20240411,0.0,0.0,3.35,13.0,0,1,0,0,,0.0
D0006019,C0040988,CH04,,R008,S05,LR08,20240314,0,20240328,0.0,0.0,0.0,14.0,0,1,0,0,,0.0
D0006020,C0028744,CH01,,R006,S01,LR03,20251110,0,20251218,0.0,0.0,3.04,38.0,0,1,0,0,,0.0
D0006021,C0005704,CH07,CMP008,R013,S05,LR03,20240403,0,20240420,0.0,0.0,0.0,17.0,0,1,0,0,,0.0
D0006022,C0016784,CH10,,R014,S04,LR01,20260729,0,20260814,0.0,0.0,5.2,16.0,0,1,0,0,,0.0
D0006023,C0024789,CH10,,R002,S04,LR01,20240924,0,20241105,0.0,0.0,5.48,42.0,0,1,0,0,,0.0
D0006024,C0007718,CH01,,R012,S01,LR06,20260826,0,20260907,0.0,0.0,4.85,12.0,0,1,0,0,,0.0
D0006025,C0021129,CH01,,R005,S01,LR03,20240620,0,20240712,0.0,0.0,2.75,22.0,0,1,0,0,,0.0
D0006026,C0012423,CH01,,R002,S01,LR02,20250905,0,20250912,0.0,0.0,2.11,7.0,0,1,0,0,,0.0
D0006027,C0055151,CH02,,R007,S07,LR14,20250926,20251003,0,268.92,3200.18,0.0,7.0,1,0,0,0,12.0,0.0
D0006028,C0013027,CH01,,R012,S09,LR03,20251017,0,20251101,0.0,0.0,4.59,15.0,0,1,0,0,,0.0
D0006029,C0014000,CH01,,R002,S01,LR02,20241021,0,20241106,0.0,0.0,3.33,16.0,0,1,0,0,,0.0
D0006030,C0001967,CH01,,R012,S02,LR07,20250605,0,20250611,0.0,0.0,4.68,6.0,0,1,0,0,,0.0
D0006031,C0040172,CH01,,R011,S05,LR10,20251219,0,20251230,0.0,0.0,2.95,11.0,0,1,0,0,,0.0
D0006032,C0007332,CH07,CMP006,R003,S01,LR04,20250407,0,20250420,0.0,0.0,0.0,13.0,0,1,0,0,,0.0
D0006033,C0018813,CH05,,R005,S01,LR03,20241004,0,20241015,0.0,0.0,0.0,11.0,0,1,0,0,,0.0
D0006034,C0035848,CH09,,R006,S07,LR14,20250626,20250706,0,1146.64,15900.16,0.0,10.0,1,0,0,0,12.0,0.0
D0006035,C0033098,CH01,,R002,S09,LR11,20260825,0,20260919,0.0,0.0,4.54,25.0,0,1,0,0,,0.0
D0006036,C0035296,CH06,CMP009,R006,S01,LR03,20260114,0,20260211,0.0,0.0,0.0,28.0,0,1,0,0,,0.0
D0006037,C0001868,CH01,,R014,S05,LR06,20260724,0,20260806,0.0,0.0,4.87,13.0,0,1,0,0,,0.0
D0006038,C0045938,CH06,CMP001,R003,S02,LR03,20240521,0,20240702,0.0,0.0,0.0,42.0,0,1,0,0,,0.0
D0006039,C0039026,CH01,,R002,S01,LR04,20261118,0,20261208,0.0,0.0,3.57,20.0,0,1,0,0,,0.0
D0006040,C0008280,CH04,,R007,S01,LR06,20250128,0,20250225,0.0,0.0,0.0,28.0,0,1,0,0,,0.0
D0006041,C0055387,CH01,,R002,S09,LR04,20260707,0,20260721,0.0,0.0,2.09,14.0,0,1,0,0,,0.0
D0006042,C0044971,CH04,,R006,S07,LR14,20260105,20260127,0,740.25,8694.87,0.0,22.0,1,0,0,0,12.0,0.0
D0006043,C0032854,CH01,,R013,S02,LR09,20261201,0,20261209,0.0,0.0,4.07,8.0,0,1,0,0,,0.0
D0006044,C0036601,CH01,,R007,S01,LR02,20251118,0,20251222,0.0,0.0,2.86,34.0,0,1,0,0,,0.0
D0006045,C0059825,CH01,,R001,S04,LR01,20241206,0,20241219,0.0,0.0,2.64,13.0,0,1,0,0,,0.0
D0006046,C0059512,CH01,,R011,S01,LR02,20260626,0,20260716,0.0,0.0,2.36,20.0,0,1,0,0,,0.0
D0006047,C0049336,CH01,,R015,S02,LR13,20240913,0,20240924,0.0,0.0,4.3,11.0,0,1,0,0,,0.0
D0006048,C0009662,CH04,,R013,S07,LR14,20250626,20250720,0,709.13,7844.91,0.0,24.0,1,0,0,0,12.0,0.0
D0006049,C0003305,CH04,,R001,S07,LR14,20240918,20240925,0,452.82,6364.42,0.0,7.0,1,0,0,0,12.0,0.0
D0006050,C0005470,CH01,,R004,S01,LR06,20241112,0,20241126,0.0,0.0,4.59,14.0,0,1,0,0,,0.0
D0006051,C0002394,CH01,,R001,S01,LR04,20240530,0,20240604,0.0,0.0,2.25,5.0,0,1,0,0,,0.0
D0006052,C0054426,CH06,CMP005,R011,S05,LR05,20250627,0,20250712,0.0,0.0,0.0,15.0,0,1,0,0,,0.0
D0006053,C0043503,CH01,,R008,S04,LR01,20240911,0,20241007,0.0,0.0,4.66,26.0,0,1,0,0,,0.0
D0006054,C0038042,CH06,CMP009,R007,S02,LR03,20250425,0,20250613,0.0,0.0,0.0,49.0,0,1,0,0,,0.0
D0006055,C0029508,CH03,,R005,S07,LR14,20261020,20261025,0,425.11,5924.47,0.0,5.0,1,0,0,0,12.0,0.0
D0006056,C0005466,CH08,,R003,S07,LR14,20260914,20261003,0,1237.41,13645.06,0.0,19.0,1,0,0,0,12.0,0.0
D0006057,C0012384,CH08,,R002,S07,LR14,20240306,20240322,0,1328.39,19568.89,0.0,16.0,1,0,0,0,12.0,0.0
D0006058,C0029773,CH01,,R010,S01,LR06,20251003,0,20251113,0.0,0.0,3.55,41.0,0,1,0,0,,0.0
D0006059,C0011917,CH01,,R011,S05,LR03,20261207,0,20261231,0.0,0.0,2.55,25.0,0,1,0,0,,0.0
D0006060,C0040041,CH10,,R009,S05,LR14,20240531,0,20240704,0.0,0.0,5.37,34.0,0,1,0,0,,0.0
D0006061,C0039717,CH01,,R010,S07,LR14,20260521,20260525,0,429.97,4808.0,4.27,4.0,1,0,20260724,1,2.0,429.97
D0006062,C0050352,CH01,,R008,S01,LR08,20260316,0,20260402,0.0,0.0,3.18,17.0,0,1,0,0,,0.0
D0006063,C0032359,CH01,,R015,S01,LR05,20250611,0,20250711,0.0,0.0,4.84,30.0,0,1,0,0,,0.0
D0006064,C0055144,CH01,,R014,S01,LR03,20260331,0,20260407,0.0,0.0,4.46,7.0,0,1,0,0,,0.0
D0006065,C0006093,CH03,,R014,S07,LR14,20260406,20260411,0,1244.09,14769.22,0.0,5.0,1,0,0,0,12.0,0.0
D0006066,C0052182,CH01,,R002,S09,LR08,20260505,0,20260630,0.0,0.0,4.74,56.0,0,1,0,0,,0.0
D0006067,C0003935,CH01,,R007,S02,LR02,20251208,0,20251230,0.0,0.0,2.04,22.0,0,1,0,0,,0.0
D0006068,C0019305,CH01,,R009,S09,LR09,20250513,0,20250602,0.0,0.0,3.78,20.0,0,1,0,0,,0.0
D0006069,C0009531,CH01,,R011,S02,LR04,20240711,0,20240724,0.0,0.0,3.42,13.0,0,1,0,0,,0.0
D0006070,C0046656,CH01,,R014,S02,LR06,20250401,0,20250516,0.0,0.0,4.76,45.0,0,1,0,0,,0.0
D0006071,C0005518,CH09,,R009,S02,LR02,20240315,0,20240317,0.0,0.0,0.0,2.0,0,1,0,0,,0.0
D0006072,C0035429,CH01,,R002,S05,LR02,20251121,0,20251212,0.0,0.0,3.86,21.0,0,1,0,0,,0.0
D0006073,C0021366,CH04,,R013,S01,LR04,20250204,0,20250221,0.0,0.0,0.0,17.0,0,1,0,0,,0.0
D0006074,C0055918,CH05,,R001,S01,LR08,20240702,0,20240803,0.0,0.0,0.0,32.0,0,1,0,0,,0.0
D0006075,C0047047,CH02,,R015,S07,LR14,20260318,20260407,0,1268.42,19550.84,0.0,20.0,1,0,0,0,12.0,0.0
D0006076,C0032163,CH01,,R007,S09,LR08,20240411,0,20240424,0.0,0.0,2.48,13.0,0,1,0,0,,0.0
D0006077,C0011499,CH01,,R004,S02,LR02,20250206,0,20250224,0.0,0.0,3.22,18.0,0,1,0,0,,0.0
D0006078,C0039354,CH01,,R005,S01,LR08,20260422,0,20260623,0.0,0.0,3.05,62.0,0,1,0,0,,0.0
D0006079,C0006466,CH05,,R010,S01,LR03,20260703,0,20260714,0.0,0.0,0.0,11.0,0,1,0,0,,0.0
D0006080,C0050561,CH01,,R013,S05,LR02,20261223,0,20261231,0.0,0.0,2.77,27.0,0,1,0,0,,0.0
D0006081,C0009259,CH01,,R005,S02,LR07,20250324,0,20250505,0.0,0.0,2.12,42.0,0,1,0,0,,0.0
D0006082,C0036881,CH01,,R010,S01,LR11,20240506,0,20240704,0.0,0.0,3.13,59.0,0,1,0,0,,0.0
D0006083,C0012929,CH01,,R008,S02,LR05,20250318,0,20250414,0.0,0.0,4.9,27.0,0,1,0,0,,0.0
D0006084,C0017627,CH05,,R006,S02,LR13,20250721,0,20250806,0.0,0.0,0.0,16.0,0,1,0,0,,0.0
D0006085,C0014279,CH05,,R010,S02,LR13,20260101,0,20260507,0.0,0.0,0.0,126.0,0,1,0,0,,0.0
D0006086,C0015975,CH01,,R002,S04,LR01,20250213,0,20250223,0.0,0.0,4.81,10.0,0,1,0,0,,0.0
D0006087,C0030808,CH04,,R013,S07,LR14,20261109,20261115,0,1299.27,18883.17,0.0,6.0,1,0,0,0,12.0,0.0
D0006088,C0059441,CH01,,R011,S04,LR01,20250108,0,20250201,0.0,0.0,3.89,24.0,0,1,0,0,,0.0
D0006089,C0014380,CH01,,R009,S04,LR01,20240529,0,20240616,0.0,0.0,4.54,18.0,0,1,0,0,,0.0
D0006090,C0048555,CH01,,R007,S01,LR04,20260908,0,20261016,0.0,0.0,2.15,38.0,0,1,0,0,,0.0
D0006091,C0005608,CH01,,R009,S04,LR01,20250421,0,20250503,0.0,0.0,4.68,12.0,0,1,0,0,,0.0
D0006092,C0053069,CH01,,R011,S01,LR03,20240528,0,20240612,0.0,0.0,4.34,15.0,0,1,0,0,,0.0
D0006093,C0052200,CH07,CMP010,R004,S07,LR14,20260928,20261001,0,1071.38,13647.61,0.0,3.0,1,0,20261231,1,12.0,1071.38
D0006094,C0020943,CH03,,R011,S08,LR14,20260731,20260808,0,553.58,6555.53,0.0,8.0,1,0,0,0,12.0,0.0
D0006095,C0055008,CH01,,R005,S01,LR08,20250101,0,20250411,0.0,0.0,4.01,100.0,0,1,0,0,,0.0
D0006096,C0044874,CH01,,R013,S02,LR02,20260506,0,20260604,0.0,0.0,2.9,29.0,0,1,0,0,,0.0
D0006097,C0058558,CH01,,R003,S01,LR10,20250425,0,20250530,0.0,0.0,4.07,35.0,0,1,0,0,,0.0
D0006098,C0032291,CH01,,R014,S05,LR03,20240425,0,20240601,0.0,0.0,4.59,37.0,0,1,0,0,,0.0
D0006099,C0030593,CH08,,R001,S08,LR14,20250506,20250510,0,918.86,10357.17,0.0,4.0,1,0,0,0,12.0,0.0
D0006100,C0040445,CH04,,R005,S07,LR14,20260311,20260403,0,970.79,15440.51,0.0,23.0,1,0,0,0,12.0,0.0
D0006101,C0041348,CH01,,R008,S02,LR07,20260629,0,20260724,0.0,0.0,2.61,25.0,0,1,0,0,,0.0
D0006102,C0020015,CH03,,R015,S01,LR03,20260831,0,20260905,0.0,0.0,0.0,5.0,0,1,0,0,,0.0
D0006103,C0026125,CH08,,R015,S01,LR09,20250307,0,20250313,0.0,0.0,0.0,6.0,0,1,0,0,,0.0
D0006104,C0056613,CH04,,R002,S07,LR14,20260629,20260722,0,843.52,12710.39,0.0,23.0,1,0,0,0,12.0,0.0
D0006105,C0027462,CH01,,R001,S01,LR13,20250916,0,20251019,0.0,0.0,4.28,33.0,0,1,0,0,,0.0
D0006106,C0012505,CH02,,R014,S01,LR07,20261204,0,20261221,0.0,0.0,0.0,17.0,0,1,0,0,,0.0
D0006107,C0052423,CH07,CMP006,R013,S01,LR04,20261127,0,20261212,0.0,0.0,0.0,15.0,0,1,0,0,,0.0
D0006108,C0028176,CH01,,R010,S02,LR02,20250428,0,20250519,0.0,0.0,2.62,21.0,0,1,0,0,,0.0
D0006109,C0051288,CH01,,R004,S01,LR05,20241104,0,20241121,0.0,0.0,3.57,17.0,0,1,0,0,,0.0
D0006110,C0001965,CH01,,R014,S02,LR02,20250110,0,20250216,0.0,0.0,4.17,37.0,0,1,0,0,,0.0
D0006111,C0051620,CH01,,R003,S04,LR01,20250520,0,20250616,0.0,0.0,2.8,27.0,0,1,0,0,,0.0
D0006112,C0025791,CH01,,R003,S09,LR07,20240919,0,20241221,0.0,0.0,2.98,93.0,0,1,0,0,,0.0
D0006113,C0020600,CH01,,R005,S07,LR14,20250108,20250121,0,1076.87,13292.41,3.96,13.0,1,0,0,0,12.0,0.0
D0006114,C0046534,CH01,,R002,S02,LR10,20260821,0,20260921,0.0,0.0,4.03,31.0,0,1,0,0,,0.0
D0006115,C0020279,CH01,,R010,S05,LR12,20260810,0,20260822,0.0,0.0,3.37,12.0,0,1,0,0,,0.0
D0006116,C0031972,CH10,,R009,S05,LR05,20241125,0,20241223,0.0,0.0,3.01,28.0,0,1,0,0,,0.0
D0006117,C0006828,CH01,,R012,S07,LR14,20240416,20240522,0,769.49,8222.76,3.26,36.0,1,0,0,0,12.0,0.0
D0006118,C0053898,CH02,,R009,S07,LR14,20261102,20261127,0,1214.2,13674.23,0.0,25.0,1,0,0,0,12.0,0.0
D0006119,C0034258,CH01,,R008,S05,LR03,20260610,0,20260701,0.0,0.0,3.33,21.0,0,1,0,0,,0.0
D0006120,C0017533,CH01,,R003,S04,LR01,20241223,0,20250204,0.0,0.0,4.54,43.0,0,1,0,0,,0.0
D0006121,C0040466,CH06,CMP007,R007,S01,LR04,20250804,0,20250906,0.0,0.0,0.0,33.0,0,1,0,0,,0.0
D0006122,C0011037,CH05,,R003,S01,LR06,20260916,0,20261004,0.0,0.0,0.0,18.0,0,1,0,0,,0.0
D0006123,C0034136,CH01,,R009,S02,LR02,20240806,0,20240819,0.0,0.0,3.72,13.0,0,1,0,0,,0.0
D0006124,C0024384,CH04,,R004,S09,LR13,20260911,0,20260916,0.0,0.0,0.0,5.0,0,1,0,0,,0.0
D0006125,C0053367,CH03,,R003,S01,LR09,20240112,0,20240113,0.0,0.0,0.0,1.0,0,1,0,0,,0.0
D0006126,C0000466,CH01,,R005,S02,LR08,20241217,0,20241219,0.0,0.0,4.25,2.0,0,1,0,0,,0.0
D0006127,C0043266,CH05,,R005,S04,LR01,20260225,0,20260314,0.0,0.0,0.0,17.0,0,1,0,0,,0.0
D0006128,C0041958,CH01,,R005,S04,LR01,20240115,0,20240131,0.0,0.0,2.5,16.0,0,1,0,0,,0.0
D0006129,C0028906,CH09,,R014,S07,LR14,20241206,20241212,0,456.05,5751.95,0.0,6.0,1,0,0,0,12.0,0.0
D0006130,C0013242,CH01,,R004,S04,LR01,20250327,0,20250413,0.0,0.0,4.12,17.0,0,1,0,0,,0.0
D0006131,C0053919,CH01,,R012,S01,LR02,20261019,0,20261215,0.0,0.0,2.29,57.0,0,1,0,0,,0.0
D0006132,C0036015,CH02,,R010,S08,LR14,20260330,20260419,0,1285.18,16309.71,0.0,20.0,1,0,0,0,12.0,0.0
D0006133,C0017080,CH10,,R007,S04,LR01,20260414,0,20260430,0.0,0.0,5.36,16.0,0,1,0,0,,0.0
D0006134,C0020819,CH01,,R007,S05,LR06,20261102,0,20261120,0.0,0.0,4.93,18.0,0,1,0,0,,0.0
D0006135,C0036421,CH01,,R001,S04,LR01,20240513,0,20240611,0.0,0.0,2.3,29.0,0,1,0,0,,0.0
D0006136,C0004342,CH06,CMP005,R007,S01,LR02,20260205,0,20260310,0.0,0.0,0.0,33.0,0,1,0,0,,0.0
D0006137,C0051324,CH04,,R014,S07,LR14,20250815,20250823,0,478.65,7116.04,0.0,8.0,1,0,0,0,12.0,0.0
D0006138,C0059546,CH06,CMP001,R010,S01,LR02,20240424,0,20240501,0.0,0.0,0.0,7.0,0,1,0,0,,0.0
D0006139,C0056831,CH01,,R007,S01,LR05,20240830,0,20240919,0.0,0.0,3.11,20.0,0,1,0,0,,0.0
D0006140,C0029299,CH10,,R015,S04,LR01,20250502,0,20250618,0.0,0.0,3.14,47.0,0,1,0,0,,0.0
D0006141,C0003535,CH05,,R007,S05,LR08,20261001,0,20261020,0.0,0.0,0.0,19.0,0,1,0,0,,0.0
D0006142,C0021073,CH01,,R011,S05,LR08,20241210,0,20250102,0.0,0.0,2.28,23.0,0,1,0,0,,0.0
D0006143,C0059752,CH06,CMP007,R011,S05,LR04,20240307,0,20240319,0.0,0.0,0.0,12.0,0,1,0,0,,0.0
D0006144,C0034607,CH01,,R012,S04,LR01,20251229,0,20260115,0.0,0.0,3.59,17.0,0,1,0,0,,0.0
