meeting_key,deal_key,company_key,channel_key,rep_key,meeting_date_key,meeting_status,no_show_flag,days_from_first_touch,days_to_close
M0005976,D0005976,C0013672,CH01,R007,20241212,Held,0,3.0,4.0
M0005977,D0005977,C0003206,CH02,R001,20240822,Held,0,0.0,6.0
M0005978,D0005978,C0031527,CH01,R007,20240502,Held,0,1.0,9.0
M0005979,D0005979,C0013010,CH10,R001,20260731,Cancelled,1,3.0,
M0005980,D0005980,C0058911,CH04,R009,20250103,Held,0,2.0,15.0
M0005981,D0005981,C0049130,CH01,R007,20251004,Cancelled,1,1.0,
M0005982,D0005982,C0053223,CH01,R010,20240126,Held,0,1.0,32.0
M0005983,D0005983,C0047785,CH04,R013,20251210,Held,0,1.0,12.0
M0005984,D0005984,C0056383,CH10,R014,20240926,Held,0,2.0,4.0
M0005985,D0005985,C0045485,CH01,R003,20241009,Held,0,0.0,7.0
M0005986,D0005986,C0001831,CH01,R010,20250205,Held,0,2.0,6.0
M0005987,D0005987,C0009647,CH05,R003,20251206,Held,0,1.0,43.0
M0005988,D0005988,C0034265,CH01,R012,20240702,Held,0,1.0,31.0
M0005989,D0005989,C0036566,CH01,R013,20240326,Held,0,1.0,2.0
M0005990,D0005990,C0022053,CH06,R004,20260611,Held,0,3.0,17.0
M0005991,D0005991,C0002046,CH01,R014,20250723,Held,0,0.0,31.0
M0005992,D0005992,C0043673,CH01,R007,20260601,Held,0,0.0,2.0
M0005993,D0005993,C0040825,CH01,R007,20251114,Held,0,2.0,19.0
M0005994,D0005994,C0044505,CH01,R014,20250704,Held,0,3.0,13.0
M0005995,D0005995,C0021177,CH01,R012,20240307,Cancelled,1,3.0,
M0005996,D0005996,C0057846,CH01,R013,20240313,Held,0,1.0,4.0
M0005997,D0005997,C0037150,CH01,R002,20250908,Held,0,0.0,46.0
M0005998,D0005998,C0037099,CH01,R014,20250424,Held,0,3.0,16.0
M0005999,D0005999,C0054379,CH01,R011,20240917,Held,0,0.0,13.0
M0006000,D0006000,C0056881,CH01,R003,20251217,Held,0,0.0,12.0
M0006001,D0006001,C0011108,CH01,R014,20240705,Held,0,0.0,15.0
M0006002,D0006002,C0026273,CH01,R012,20251031,Held,0,0.0,1.0
M0006003,D0006003,C0029629,CH01,R009,20260710,Held,0,0.0,9.0
M0006004,D0006004,C0032106,CH01,R012,20261213,Held,0,3.0,10.0
M0006005,D0006005,C0043478,CH01,R010,20260204,Held,0,0.0,2.0
M0006006,D0006006,C0057843,CH01,R013,20241110,Held,0,3.0,13.0
M0006007,D0006007,C0049026,CH01,R009,20240401,Held,0,3.0,18.0
M0006008,D0006008,C0059096,CH01,R011,20260420,Held,0,0.0,25.0
M0006009,D0006009,C0003406,CH01,R014,20250510,Held,0,2.0,26.0
M0006010,D0006010,C0035251,CH01,R004,20250110,Held,0,0.0,7.0
M0006011,D0006011,C0052621,CH04,R006,20241012,Held,0,1.0,2.0
M0006012,D0006012,C0047993,CH01,R009,20260701,Held,0,2.0,18.0
M0006013,D0006013,C0019748,CH01,R006,20240407,Held,0,2.0,2.0
M0006014,D0006014,C0038815,CH07,R002,20260214,Held,0,3.0,7.0
M0006015,D0006015,C0054922,CH01,R006,20260914,Held,0,3.0,15.0
M0006016,D0006016,C0032673,CH10,R004,20260321,Cancelled,1,3.0,
M0006017,D0006017,C0056660,CH08,R004,20240201,Held,0,3.0,4.0
M0006018,D0006018,C0021186,CH01,R012,20240401,Held,0,3.0,6.0
M0006019,D0006019,C0040988,CH04,R008,20240314,Held,0,0.0,8.0
M0006020,D0006020,C0028744,CH01,R006,20251111,Held,0,1.0,20.0
M0006021,D0006021,C0005704,CH07,R013,20240405,Held,0,2.0,8.0
M0006022,D0006022,C0016784,CH10,R014,20260801,Cancelled,1,3.0,
M0006023,D0006023,C0024789,CH10,R002,20240924,Cancelled,1,0.0,
M0006024,D0006024,C0007718,CH01,R012,20260828,Held,0,2.0,6.0
M0006025,D0006025,C0021129,CH01,R005,20240621,Held,0,1.0,12.0
M0006026,D0006026,C0012423,CH01,R002,20250907,Held,0,2.0,3.0
M0006027,D0006027,C0055151,CH02,R007,20250928,Held,0,2.0,3.0
M0006028,D0006028,C0013027,CH01,R012,20251017,Held,0,0.0,8.0
M0006029,D0006029,C0014000,CH01,R002,20241021,Held,0,0.0,9.0
M0006030,D0006030,C0001967,CH01,R012,20250608,Held,0,3.0,2.0
M0006031,D0006031,C0040172,CH01,R011,20251222,Held,0,3.0,4.0
M0006032,D0006032,C0007332,CH07,R003,20250409,Held,0,2.0,6.0
M0006033,D0006033,C0018813,CH05,R005,20241004,Held,0,0.0,6.0
M0006034,D0006034,C0035848,CH09,R006,20250628,Held,0,2.0,4.0
M0006035,D0006035,C0033098,CH01,R002,20260825,Held,0,0.0,14.0
M0006036,D0006036,C0035296,CH06,R006,20260114,Held,0,0.0,15.0
M0006037,D0006037,C0001868,CH01,R014,20260726,Held,0,2.0,6.0
M0006038,D0006038,C0045938,CH06,R003,20240524,Held,0,3.0,21.0
M0006039,D0006039,C0039026,CH01,R002,20261120,Held,0,2.0,10.0
M0006040,D0006040,C0008280,CH04,R007,20250131,Held,0,3.0,14.0
M0006041,D0006041,C0055387,CH01,R002,20260709,Held,0,2.0,7.0
M0006042,D0006042,C0044971,CH04,R006,20260106,Held,0,1.0,12.0
M0006043,D0006043,C0032854,CH01,R013,20261203,Held,0,2.0,3.0
M0006044,D0006044,C0036601,CH01,R007,20251118,Held,0,0.0,19.0
M0006045,D0006045,C0059825,CH01,R001,20241207,Cancelled,1,1.0,
M0006046,D0006046,C0059512,CH01,R011,20260629,Held,0,3.0,9.0
M0006047,D0006047,C0049336,CH01,R015,20240913,Held,0,0.0,6.0
M0006048,D0006048,C0009662,CH04,R013,20250628,Held,0,2.0,12.0
M0006049,D0006049,C0003305,CH04,R001,20240921,Held,0,3.0,2.0
M0006050,D0006050,C0005470,CH01,R004,20241114,Held,0,2.0,7.0
M0006051,D0006051,C0002394,CH01,R001,20240601,Held,0,2.0,2.0
M0006052,D0006052,C0054426,CH06,R011,20250627,Held,0,0.0,8.0
M0006053,D0006053,C0043503,CH01,R008,20240913,Cancelled,1,2.0,
M0006054,D0006054,C0038042,CH06,R007,20250426,Held,0,1.0,26.0
M0006055,D0006055,C0029508,CH03,R005,20261021,Held,0,1.0,2.0
M0006056,D0006056,C0005466,CH08,R003,20260917,Held,0,3.0,9.0
M0006057,D0006057,C0012384,CH08,R002,20240308,Held,0,2.0,8.0
M0006058,D0006058,C0029773,CH01,R010,20251004,Held,0,1.0,22.0
M0006059,D0006059,C0011917,CH01,R011,20261208,Held,0,1.0,13.0
M0006060,D0006060,C0040041,CH10,R009,20240602,Held,0,2.0,18.0
M0006061,D0006061,C0039717,CH01,R010,20260521,Held,0,0.0,2.0
M0006062,D0006062,C0050352,CH01,R008,20260319,Held,0,3.0,8.0
M0006063,D0006063,C0032359,CH01,R015,20250614,Held,0,3.0,15.0
M0006064,D0006064,C0055144,CH01,R014,20260402,Held,0,2.0,3.0
M0006065,D0006065,C0006093,CH03,R014,20260407,Held,0,1.0,2.0
M0006066,D0006066,C0052182,CH01,R002,20260507,Held,0,2.0,30.0
M0006067,D0006067,C0003935,CH01,R007,20251210,Held,0,2.0,11.0
M0006068,D0006068,C0019305,CH01,R009,20250514,Held,0,1.0,10.0
M0006069,D0006069,C0009531,CH01,R011,20240713,Held,0,2.0,6.0
M0006070,D0006070,C0046656,CH01,R014,20250401,Held,0,0.0,25.0
M0006071,D0006071,C0005518,CH09,R009,20240315,Held,0,0.0,1.0
M0006072,D0006072,C0035429,CH01,R002,20251122,Held,0,1.0,11.0
M0006073,D0006073,C0021366,CH04,R013,20250205,Held,0,1.0,9.0
M0006074,D0006074,C0055918,CH05,R001,20240702,Held,0,0.0,18.0
M0006075,D0006075,C0047047,CH02,R015,20260319,Held,0,1.0,10.0
M0006076,D0006076,C0032163,CH01,R007,20240414,Held,0,3.0,6.0
M0006077,D0006077,C0011499,CH01,R004,20250209,Held,0,3.0,8.0
M0006078,D0006078,C0039354,CH01,R005,20260423,Held,0,1.0,34.0
M0006079,D0006079,C0006466,CH05,R010,20260705,Held,0,2.0,5.0
M0006080,D0006080,C0050561,CH01,R013,20261224,Held,0,1.0,14.0
M0006081,D0006081,C0009259,CH01,R005,20250325,Held,0,1.0,23.0
M0006082,D0006082,C0036881,CH01,R010,20240506,Held,0,0.0,32.0
M0006083,D0006083,C0012929,CH01,R008,20250319,Held,0,1.0,14.0
M0006084,D0006084,C0017627,CH05,R006,20250722,Held,0,1.0,8.0
M0006085,D0006085,C0014279,CH05,R010,20260103,Held,0,2.0,68.0
M0006086,D0006086,C0015975,CH01,R002,20250214,Cancelled,1,1.0,
M0006087,D0006087,C0030808,CH04,R013,20261112,Held,0,3.0,2.0
M0006088,D0006088,C0059441,CH01,R011,20250109,Cancelled,1,1.0,
M0006089,D0006089,C0014380,CH01,R009,20240531,Cancelled,1,2.0,
M0006090,D0006090,C0048555,CH01,R007,20260911,Held,0,3.0,19.0
M0006091,D0006091,C0005608,CH01,R009,20250421,Cancelled,1,0.0,
M0006092,D0006092,C0053069,CH01,R011,20240529,Held,0,1.0,8.0
M0006093,D0006093,C0052200,CH07,R004,20260930,Held,0,2.0,1.0
M0006094,D0006094,C0020943,CH03,R011,20260801,Held,0,1.0,4.0
M0006095,D0006095,C0055008,CH01,R005,20250104,Held,0,3.0,53.0
M0006096,D0006096,C0044874,CH01,R013,20260509,Held,0,3.0,14.0
M0006097,D0006097,C0058558,CH01,R003,20250427,Held,0,2.0,18.0
M0006098,D0006098,C0032291,CH01,R014,20240427,Held,0,2.0,19.0
M0006099,D0006099,C0030593,CH08,R001,20250508,Held,0,2.0,1.0
M0006100,D0006100,C0040445,CH04,R005,20260312,Held,0,1.0,12.0
M0006101,D0006101,C0041348,CH01,R008,20260702,Held,0,3.0,12.0
M0006102,D0006102,C0020015,CH03,R015,20260903,Held,0,3.0,1.0
M0006103,D0006103,C0026125,CH08,R015,20250310,Held,0,3.0,2.0
M0006104,D0006104,C0056613,CH04,R002,20260702,Held,0,3.0,11.0
M0006105,D0006105,C0027462,CH01,R001,20250916,Held,0,0.0,18.0
M0006106,D0006106,C0012505,CH02,R014,20261207,Held,0,3.0,8.0
M0006107,D0006107,C0052423,CH07,R013,20261130,Held,0,3.0,7.0
M0006108,D0006108,C0028176,CH01,R010,20250429,Held,0,1.0,11.0
M0006109,D0006109,C0051288,CH01,R004,20241105,Held,0,1.0,9.0
M0006110,D0006110,C0001965,CH01,R014,20250112,Held,0,2.0,19.0
M0006111,D0006111,C0051620,CH01,R003,20250520,Cancelled,1,0.0,
M0006112,D0006112,C0025791,CH01,R003,20240922,Held,0,3.0,50.0
M0006113,D0006113,C0020600,CH01,R005,20250111,Held,0,3.0,6.0
M0006114,D0006114,C0046534,CH01,R002,20260824,Held,0,3.0,15.0
M0006115,D0006115,C0020279,CH01,R010,20260811,Held,0,1.0,6.0
M0006116,D0006116,C0031972,CH10,R009,20241125,Held,0,0.0,15.0
M0006117,D0006117,C0006828,CH01,R012,20240417,Held,0,1.0,19.0
M0006118,D0006118,C0053898,CH02,R009,20261102,Held,0,0.0,14.0
M0006119,D0006119,C0034258,CH01,R008,20260613,Held,0,3.0,10.0
M0006120,D0006120,C0017533,CH01,R003,20241226,Cancelled,1,3.0,
M0006121,D0006121,C0040466,CH06,R007,20250804,Held,0,0.0,18.0
M0006122,D0006122,C0011037,CH05,R003,20260918,Held,0,2.0,9.0
M0006123,D0006123,C0034136,CH01,R009,20240807,Held,0,1.0,7.0
M0006124,D0006124,C0024384,CH04,R004,20260912,Held,0,1.0,2.0
M0006125,D0006125,C0053367,CH03,R003,20240112,Held,0,0.0,1.0
M0006126,D0006126,C0000466,CH01,R005,20241219,Held,0,2.0,0.0
M0006127,D0006127,C0043266,CH05,R005,20260228,Cancelled,1,3.0,
M0006128,D0006128,C0041958,CH01,R005,20240115,Cancelled,1,0.0,
M0006129,D0006129,C0028906,CH09,R014,20241209,Held,0,3.0,2.0
M0006130,D0006130,C0013242,CH01,R004,20250329,Cancelled,1,2.0,
M0006131,D0006131,C0053919,CH01,R012,20261022,Held,0,3.0,30.0
M0006132,D0006132,C0036015,CH02,R010,20260402,Held,0,3.0,9.0
M0006133,D0006133,C0017080,CH10,R007,20260414,Cancelled,1,0.0,
M0006134,D0006134,C0020819,CH01,R007,20261102,Held,0,0.0,10.0
M0006135,D0006135,C0036421,CH01,R001,20240514,Cancelled,1,1.0,
M0006136,D0006136,C0004342,CH06,R007,20260205,Held,0,0.0,18.0
M0006137,D0006137,C0051324,CH04,R014,20250818,Held,0,3.0,3.0
M0006138,D0006138,C0059546,CH06,R010,20240425,Held,0,1.0,3.0
M0006139,D0006139,C0056831,CH01,R007,20240831,Held,0,1.0,10.0
M0006140,D0006140,C0029299,CH10,R015,20250502,Cancelled,1,0.0,
M0006141,D0006141,C0003535,CH05,R007,20261002,Held,0,1.0,10.0
M0006142,D0006142,C0021073,CH01,R011,20241211,Held,0,1.0,12.0
M0006143,D0006143,C0059752,CH06,R011,20240308,Held,0,1.0,6.0
M0006144,D0006144,C0034607,CH01,R012,20260101,Cancelled,1,3.0,
M0006145,D0006145,C0011797,CH01,R007,20251005,Cancelled,1,2.0,
M0006146,D0006146,C0050276,CH01,R004,20260130,Cancelled,1,1.0,
M0006147,D0006147,C0028508,CH01,R008,20261122,Cancelled,1,2.0,
M0006148,D0006148,C0001912,CH01,R012,20241011,Cancelled,1,1.0,
M0006149,D0006149,C0040179,CH02,R011,20261122,Held,0,3.0,4.0
M0006150,D0006150,C0005980,CH01,R003,20261213,Held,0,2.0,19.0
M0006151,D0006151,C0002474,CH01,R010,20250515,Held,0,0.0,5.0
M0006152,D0006152,C0027512,CH07,R004,20260503,Held,0,3.0,3.0
M0006153,D0006153,C0021871,CH01,R006,20260415,Held,0,1.0,8.0
M0006154,D0006154,C0044431,CH01,R004,20251228,Held,0,3.0,9.0
M0006155,D0006155,C0045035,CH02,R011,20250119,Held,0,3.0,7.0
M0006156,D0006156,C0010640,CH06,R004,20250411,Held,0,1.0,8.0
M0006157,D0006157,C0041311,CH02,R012,20250327,Held,0,1.0,6.0
M0006158,D0006158,C0018131,CH10,R010,20241009,Cancelled,1,2.0,
M0006159,D0006159,C0044102,CH06,R015,20261201,Held,0,0.0,13.0
M0006160,D0006160,C0005398,CH08,R012,20250406,Held,0,2.0,2.0
M0006161,D0006161,C0008348,CH01,R014,20240202,Cancelled,1,1.0,
M0006162,D0006162,C0006089,CH01,R010,20260426,Held,0,3.0,8.0
M0006163,D0006163,C0008668,CH01,R015,20240821,Held,0,1.0,15.0
M0006164,D0006164,C0000369,CH01,R015,20250811,Cancelled,1,0.0,
M0006165,D0006165,C0003758,CH02,R015,20260317,Held,0,0.0,14.0
M0006166,D0006166,C0006193,CH07,R006,20260129,Held,0,3.0,7.0
M0006167,D0006167,C0006627,CH01,R008,20240123,Held,0,0.0,3.0
M0006168,D0006168,C0028893,CH01,R010,20240125,Held,0,1.0,3.0
M0006169,D0006169,C0045491,CH01,R004,20251022,Held,0,1.0,8.0
M0006170,D0006170,C0017511,CH05,R001,20250315,Held,0,3.0,11.0
M0006171,D0006171,C0038392,CH07,R007,20250212,Held,0,0.0,2.0
M0006172,D0006172,C0030442,CH01,R007,20240602,Cancelled,1,3.0,
M0006173,D0006173,C0040698,CH02,R003,20241020,Held,0,3.0,5.0
M0006174,D0006174,C0047486,CH01,R010,20250604,Held,0,1.0,10.0
M0006175,D0006175,C0041502,CH01,R012,20250606,Cancelled,1,3.0,
M0006176,D0006176,C0044562,CH01,R010,20240413,Held,0,1.0,29.0
M0006177,D0006177,C0030535,CH02,R001,20251025,Held,0,3.0,1.0
M0006178,D0006178,C0015381,CH01,R001,20251028,Held,0,0.0,2.0
M0006179,D0006179,C0055178,CH01,R013,20240425,Held,0,0.0,5.0
M0006180,D0006180,C0004205,CH01,R013,20260203,Held,0,1.0,3.0
M0006181,D0006181,C0013536,CH05,R014,20260924,Held,0,1.0,8.0
M0006182,D0006182,C0012205,CH01,R014,20250516,Held,0,2.0,2.0
M0006183,D0006183,C0024146,CH01,R002,20260729,Cancelled,1,0.0,
M0006184,D0006184,C0056796,CH01,R009,20251031,Held,0,2.0,2.0
M0006185,D0006185,C0041574,CH01,R009,20260520,Held,0,2.0,32.0
M0006186,D0006186,C0039337,CH01,R007,20250920,Held,0,1.0,3.0
M0006187,D0006187,C0035528,CH02,R006,20240604,Held,0,1.0,2.0
M0006188,D0006188,C0057037,CH06,R010,20260220,Held,0,2.0,10.0
M0006189,D0006189,C0030356,CH04,R008,20250907,Held,0,2.0,9.0
M0006190,D0006190,C0005317,CH01,R001,20240222,Held,0,3.0,31.0
M0006191,D0006191,C0055790,CH09,R011,20260415,Held,0,1.0,1.0
M0006192,D0006192,C0014782,CH01,R001,20260617,Held,0,1.0,9.0
M0006193,D0006193,C0031477,CH02,R012,20260221,Held,0,1.0,24.0
M0006194,D0006194,C0007542,CH01,R011,20250612,Held,0,1.0,7.0
M0006195,D0006195,C0051206,CH10,R011,20260128,Held,0,2.0,16.0
M0006196,D0006196,C0015542,CH05,R012,20241211,Held,0,1.0,14.0
M0006197,D0006197,C0011504,CH09,R010,20240613,Held,0,1.0,5.0
M0006198,D0006198,C0043198,CH01,R004,20260703,Held,0,1.0,13.0
M0006199,D0006199,C0032026,CH06,R006,20240619,Held,0,1.0,14.0
M0006200,D0006200,C0046812,CH06,R013,20240816,Cancelled,1,1.0,
M0006201,D0006201,C0048746,CH01,R005,20250516,Cancelled,1,2.0,
M0006202,D0006202,C0005376,CH01,R014,20250511,Held,0,2.0,9.0
M0006203,D0006203,C0006141,CH05,R005,20241011,Held,0,2.0,4.0
M0006204,D0006204,C0042029,CH01,R011,20241001,Held,0,1.0,1.0
M0006205,D0006205,C0001404,CH08,R011,20260403,Held,0,0.0,1.0
M0006206,D0006206,C0041164,CH01,R006,20240627,Held,0,3.0,11.0
M0006207,D0006207,C0014218,CH04,R008,20260523,Held,0,1.0,14.0
M0006208,D0006208,C0032660,CH01,R015,20240209,Held,0,1.0,8.0
M0006209,D0006209,C0034712,CH10,R007,20251122,Cancelled,1,2.0,
M0006210,D0006210,C0041093,CH06,R011,20250220,Cancelled,1,1.0,
M0006211,D0006211,C0028811,CH01,R011,20251011,Held,0,2.0,3.0
M0006212,D0006212,C0045247,CH01,R004,20240126,Held,0,1.0,28.0
M0006213,D0006213,C0054199,CH01,R005,20240621,Held,0,3.0,7.0
M0006214,D0006214,C0055939,CH01,R015,20260904,Held,0,1.0,15.0
M0006215,D0006215,C0012643,CH06,R012,20251017,Held,0,1.0,7.0
M0006216,D0006216,C0030758,CH10,R012,20240515,Cancelled,1,0.0,
M0006217,D0006217,C0015523,CH04,R013,20260522,Held,0,2.0,2.0
M0006218,D0006218,C0010110,CH01,R006,20241104,Held,0,3.0,25.0
M0006219,D0006219,C0041962,CH04,R009,20260922,Held,0,1.0,13.0
M0006220,D0006220,C0003963,CH01,R009,20240913,Held,0,0.0,1.0
M0006221,D0006221,C0018140,CH01,R006,20250114,Held,0,1.0,8.0
M0006222,D0006222,C0004563,CH05,R002,20250801,Held,0,1.0,4.0
M0006223,D0006223,C0026354,CH05,R012,20240609,Held,0,3.0,19.0
M0006224,D0006224,C0026613,CH07,R012,20260604,Held,0,1.0,17.0
M0006225,D0006225,C0038722,CH06,R006,20250412,Held,0,3.0,7.0
M0006226,D0006226,C0038838,CH01,R004,20260808,Cancelled,1,3.0,
M0006227,D0006227,C0017303,CH09,R003,20241017,Held,0,1.0,3.0
M0006228,D0006228,C0005343,CH01,R003,20240705,Held,0,1.0,6.0
M0006229,D0006229,C0028673,CH01,R008,20240813,Held,0,1.0,6.0
M0006230,D0006230,C0049612,CH06,R007,20260221,Held,0,3.0,7.0
M0006231,D0006231,C0017111,CH01,R004,20260710,Held,0,3.0,5.0
M0006232,D0006232,C0015880,CH01,R012,20250830,Held,0,1.0,7.0
M0006233,D0006233,C0011187,CH04,R007,20250209,Held,0,2.0,14.0
M0006234,D0006234,C0045927,CH01,R014,20250326,Cancelled,1,0.0,
M0006235,D0006235,C0056896,CH01,R004,20260202,Held,0,0.0,10.0
M0006236,D0006236,C0027086,CH01,R010,20250628,Held,0,3.0,8.0
M0006237,D0006237,C0010057,CH01,R009,20241115,Held,0,1.0,20.0
M0006238,D0006238,C0058543,CH01,R014,20251020,Held,0,0.0,2.0
M0006239,D0006239,C0034231,CH01,R011,20240203,Held,0,3.0,9.0
M0006240,D0006240,C0037774,CH01,R006,20250507,Held,0,2.0,12.0
M0006241,D0006241,C0024160,CH01,R014,20261209,Cancelled,1,1.0,
M0006242,D0006242,C0016028,CH01,R005,20241004,Held,0,3.0,14.0
M0006243,D0006243,C0006191,CH01,R004,20250606,Held,0,3.0,12.0
M0006244,D0006244,C0030817,CH01,R005,20251107,Held,0,0.0,6.0
M0006245,D0006245,C0015385,CH01,R012,20250410,Cancelled,1,0.0,
M0006246,D0006246,C0059189,CH09,R007,20250509,Held,0,3.0,4.0
M0006247,D0006247,C0057521,CH01,R014,20251220,Held,0,3.0,19.0
M0006248,D0006248,C0004396,CH02,R011,20250510,Held,0,3.0,3.0
M0006249,D0006249,C0056838,CH01,R001,20240820,Held,0,1.0,20.0
M0006250,D0006250,C0043174,CH04,R006,20260819,Held,0,1.0,6.0
M0006251,D0006251,C0019220,CH01,R001,20240906,Held,0,0.0,7.0
M0006252,D0006252,C0008802,CH01,R004,20261010,Held,0,1.0,14.0
M0006253,D0006253,C0055759,CH01,R001,20261015,Held,0,0.0,4.0
M0006254,D0006254,C0027151,CH01,R011,20240906,Held,0,2.0,7.0
M0006255,D0006255,C0018679,CH05,R003,20241130,Held,0,1.0,15.0
M0006256,D0006256,C0009276,CH01,R011,20250120,Held,0,0.0,9.0
M0006257,D0006257,C0008790,CH07,R006,20260804,Held,0,0.0,9.0
M0006258,D0006258,C0000101,CH08,R007,20240513,Held,0,3.0,5.0
M0006259,D0006259,C0041501,CH01,R014,20250915,Cancelled,1,3.0,
M0006260,D0006260,C0016717,CH08,R014,20250604,Held,0,2.0,2.0
M0006261,D0006261,C0009503,CH01,R002,20251127,Held,0,1.0,17.0
M0006262,D0006262,C0044870,CH01,R002,20240112,Held,0,1.0,10.0
M0006263,D0006263,C0001152,CH01,R015,20240913,Held,0,3.0,11.0
M0006264,D0006264,C0025472,CH01,R007,20260212,Held,0,0.0,9.0
M0006265,D0006265,C0007736,CH02,R002,20261112,Held,0,0.0,14.0
M0006266,D0006266,C0037407,CH08,R013,20250822,Held,0,1.0,1.0
M0006267,D0006267,C0038355,CH04,R013,20261222,Held,0,1.0,5.0
M0006268,D0006268,C0037343,CH02,R013,20240406,Held,0,2.0,3.0
M0006269,D0006269,C0009940,CH01,R009,20260110,Cancelled,1,2.0,
M0006270,D0006270,C0023540,CH01,R015,20260319,Held,0,1.0,21.0
M0006271,D0006271,C0012493,CH01,R004,20240927,Held,0,1.0,9.0
M0006272,D0006272,C0053057,CH01,R011,20240608,Held,0,3.0,15.0
M0006273,D0006273,C0046578,CH01,R010,20260422,Cancelled,1,2.0,
M0006274,D0006274,C0021121,CH01,R011,20260603,Held,0,1.0,13.0
M0006275,D0006275,C0051584,CH01,R012,20261128,Held,0,1.0,9.0
M0006276,D0006276,C0014235,CH10,R011,20240530,Held,0,1.0,42.0
M0006277,D0006277,C0046037,CH01,R007,20250824,Held,0,3.0,16.0
M0006278,D0006278,C0047216,CH05,R001,20241004,Held,0,3.0,12.0
M0006279,D0006279,C0028922,CH06,R014,20250307,Held,0,0.0,3.0
M0006280,D0006280,C0036895,CH01,R012,20251217,Cancelled,1,1.0,
M0006281,D0006281,C0056539,CH01,R009,20261002,Held,0,3.0,8.0
M0006282,D0006282,C0026803,CH01,R012,20240531,Held,0,2.0,16.0
M0006283,D0006283,C0030863,CH01,R012,20251205,Held,0,2.0,4.0
M0006284,D0006284,C0029097,CH01,R014,20260929,Held,0,1.0,21.0
M0006285,D0006285,C0030324,CH01,R002,20260703,Held,0,2.0,11.0
M0006286,D0006286,C0058450,CH05,R003,20250115,Held,0,1.0,53.0
M0006287,D0006287,C0003502,CH01,R012,20260306,Held,0,0.0,19.0
M0006288,D0006288,C0043799,CH01,R002,20240807,Held,0,0.0,1.0
M0006289,D0006289,C0014649,CH10,R006,20250731,Held,0,2.0,1.0
M0006290,D0006290,C0049217,CH01,R009,20261231,Held,0,1.0,12.0
M0006291,D0006291,C0010289,CH04,R006,20250531,Held,0,2.0,3.0
M0006292,D0006292,C0004951,CH01,R014,20250411,Held,0,2.0,30.0
M0006293,D0006293,C0037098,CH03,R005,20240612,Held,0,1.0,5.0
M0006294,D0006294,C0048578,CH03,R011,20250209,Held,0,3.0,2.0
M0006295,D0006295,C0029248,CH01,R001,20261223,Held,0,0.0,2.0
M0006296,D0006296,C0059083,CH01,R001,20260528,Held,0,0.0,9.0
M0006297,D0006297,C0040265,CH07,R004,20241003,Held,0,2.0,17.0
M0006298,D0006298,C0024030,CH01,R015,20250613,Held,0,1.0,3.0
M0006299,D0006299,C0058234,CH01,R011,20250222,Held,0,1.0,9.0
M0006300,D0006300,C0033808,CH01,R004,20250411,Held,0,3.0,13.0
M0006301,D0006301,C0057317,CH01,R006,20261221,Held,0,0.0,2.0
M0006302,D0006302,C0017360,CH01,R014,20241014,Held,0,3.0,15.0
M0006303,D0006303,C0038411,CH06,R014,20261114,Held,0,3.0,18.0
M0006304,D0006304,C0017180,CH01,R013,20250830,Cancelled,1,2.0,
M0006305,D0006305,C0018980,CH06,R007,20260902,Held,0,1.0,3.0
M0006306,D0006306,C0012694,CH10,R010,20241017,Held,0,1.0,18.0
M0006307,D0006307,C0005584,CH01,R001,20260622,Held,0,3.0,14.0
M0006308,D0006308,C0014927,CH04,R006,20260817,Held,0,3.0,2.0
M0006309,D0006309,C0003356,CH01,R010,20250926,Cancelled,1,3.0,
M0006310,D0006310,C0007289,CH03,R011,20240104,Held,0,2.0,4.0
M0006311,D0006311,C0056890,CH01,R015,20241014,Held,0,3.0,6.0
M0006312,D0006312,C0001722,CH01,R011,20261206,Held,0,2.0,11.0
M0006313,D0006313,C0003125,CH01,R007,20251112,Held,0,2.0,4.0
M0006314,D0006314,C0035261,CH10,R014,20240527,Held,0,0.0,4.0
M0006315,D0006315,C0042216,CH01,R001,20250926,Held,0,3.0,1.0
M0006316,D0006316,C0049884,CH07,R012,20250714,Held,0,0.0,12.0
M0006317,D0006317,C0049461,CH05,R015,20260130,Held,0,3.0,14.0
M0006318,D0006318,C0015663,CH01,R011,20260716,Held,0,2.0,27.0
M0006319,D0006319,C0018418,CH01,R001,20241115,Cancelled,1,2.0,
M0006320,D0006320,C0059287,CH01,R001,20260131,Cancelled,1,3.0,
M0006321,D0006321,C0026391,CH07,R011,20251122,Held,0,3.0,9.0
M0006322,D0006322,C0053877,CH01,R009,20261007,Held,0,2.0,14.0
M0006323,D0006323,C0039736,CH01,R014,20240313,Cancelled,1,2.0,
M0006324,D0006324,C0017077,CH01,R007,20250329,Held,0,2.0,5.0
M0006325,D0006325,C0030611,CH01,R007,20241009,Cancelled,1,2.0,
M0006326,D0006326,C0007311,CH01,R011,20240719,Held,0,1.0,3.0
M0006327,D0006327,C0056317,CH06,R006,20240312,Held,0,0.0,8.0
M0006328,D0006328,C0036348,CH03,R005,20251230,Held,0,1.0,5.0
M0006329,D0006329,C0000318,CH01,R010,20260420,Cancelled,1,0.0,
M0006330,D0006330,C0007795,CH01,R002,20240603,Cancelled,1,0.0,
M0006331,D0006331,C0003318,CH01,R004,20261223,Held,0,2.0,25.0
M0006332,D0006332,C0028367,CH01,R012,20240109,Held,0,1.0,8.0
