cvr,company_name,company_form,industry_nace,region,founded_year,employee_band,vat_frequency,has_subsidiaries,uses_target_software
DK74836659,AaaMarked A/S,ENK,96020,Midtjylland,2010,0,Quarterly,False,0
DK60612266,NordHuset IVS,A_S,70220,Hovedstaden,2009,5-9,Quarterly,False,0
DK43016687,EngBogholderi IVS,ENK,47990,Hovedstaden,1994,5-9,Quarterly,False,0
DK38984335,AaaDesign IVS,ApS,62020,Sjaelland,1991,0,Quarterly,False,1
DK63870588,StjerneData IVS,IVS,49410,Midtjylland,1990,1-4,Half-yearly,False,1
DK75669742,MaaneVaerk ApS,ENK,71121,Hovedstaden,2023,5-9,Quarterly,False,1
DK79808472,MarkSmede IVS,A_S,63110,Hovedstaden,2014,5-9,Quarterly,False,1
DK77507746,SoeTal A/S,ApS,63110,Hovedstaden,2021,1-4,Monthly,False,1
DK77455158,NordHuset A/S,ApS,63110,Sjaelland,1997,0,Quarterly,False,0
DK42360579,EngTal IVS,ApS,70220,Hovedstaden,1992,1-4,Quarterly,False,1
DK53201905,SolData A/S,Holding,56100,Syddanmark,1991,50+,Monthly,True,0
DK61765908,SolAdvice Holding ApS,Holding,68203,Syddanmark,2014,0,Half-yearly,True,1
DK84109949,SoeSmede A/S,ApS,41200,Syddanmark,1995,1-4,Quarterly,False,1
DK43307952,MaaneVaerk IVS,ApS,46900,Sjaelland,2019,5-9,Half-yearly,False,0
DK58762747,VestKonsult Holding ApS,A_S,70220,Midtjylland,1998,0,Quarterly,False,0
DK10510505,BirkLabs IVS,ApS,96020,Nordjylland,2022,20-49,Monthly,False,0
DK33994692,VestKonsulent Holding ApS,ApS,96020,Midtjylland,2013,5-9,Half-yearly,False,1
DK56151026,BirkSystem ApS,ENK,69200,Sjaelland,1999,1-4,Quarterly,False,0
DK18779977,BjergDesign A/S,ENK,68203,Syddanmark,2018,1-4,Quarterly,False,0
DK23196523,FjordSmede Holding ApS,ENK,70220,Nordjylland,2007,1-4,Quarterly,False,1
DK86289985,AaaSmede A/S,ApS,86220,Nordjylland,2019,10-19,Quarterly,False,1
DK29498955,OestStudio Holding ApS,ENK,68203,Midtjylland,1992,0,Quarterly,False,0
DK27951079,AaaSystem IVS,ENK,56100,Midtjylland,2011,5-9,Monthly,False,0
DK96909925,MaaneTal IVS,ApS,62020,Syddanmark,1991,0,Quarterly,False,1
DK48218460,FjordService Holding ApS,Holding,43210,Midtjylland,2021,0,Quarterly,True,0
DK43876500,SoeTek Holding ApS,ApS,62010,Nordjylland,2001,0,Quarterly,False,1
DK15505075,EngLabs IVS,ApS,85590,Syddanmark,2017,0,Half-yearly,False,1
DK73131117,SydStudio Holding ApS,ApS,69200,Sjaelland,2019,0,Quarterly,False,0
DK10452281,SydSmede ApS,ApS,56100,Sjaelland,2012,5-9,Quarterly,False,0
DK22239788,AaaDesign IVS,ENK,49410,Hovedstaden,2009,10-19,Quarterly,False,1
DK19702951,LynLogistik IVS,ENK,62020,Midtjylland,2011,20-49,Monthly,False,0
DK22759093,AaaByg Holding ApS,ApS,70220,Nordjylland,2023,0,Quarterly,False,0
DK94706240,MarkRen ApS,ApS,41200,Hovedstaden,2008,1-4,Quarterly,False,1
DK83385984,SydKonsult ApS,A_S,70220,Midtjylland,2019,10-19,Quarterly,False,1
DK75767903,BirkStudio ApS,ENK,62020,Syddanmark,2013,5-9,Quarterly,False,1
DK40654925,KlippeVaerk A/S,ApS,62010,Hovedstaden,2011,1-4,Half-yearly,False,1
DK74717346,SolSmede IVS,ApS,70220,Hovedstaden,1994,5-9,Monthly,False,1
DK56577836,SydTek A/S,A_S,41200,Hovedstaden,1994,1-4,Half-yearly,False,0
DK56047329,HavBogholderi A/S,IVS,43210,Hovedstaden,2003,1-4,Quarterly,False,0
DK59971668,AaaTek IVS,ApS,62020,Hovedstaden,2023,1-4,Half-yearly,False,1
DK11861576,NordSmede Holding ApS,ENK,71121,Hovedstaden,2021,0,Quarterly,False,0
DK96037241,AaaVaerk A/S,ApS,70220,Hovedstaden,2020,0,Quarterly,False,0
DK92537181,FjordLabs Holding ApS,ApS,63110,Midtjylland,2013,1-4,Quarterly,False,1
DK42552146,MarkMarked IVS,ENK,47990,Hovedstaden,2004,0,Quarterly,False,0
DK90593243,VestService ApS,ApS,69200,Syddanmark,2012,1-4,Quarterly,False,1
DK23168861,MaaneRegnskab A/S,ApS,46900,Midtjylland,2008,1-4,Quarterly,False,1
DK92476019,SkyHandel IVS,ApS,49410,Nordjylland,2020,10-19,Quarterly,False,0
DK62301044,KlintStudio IVS,ApS,46900,Hovedstaden,2020,1-4,Quarterly,False,1
DK17881818,BirkTal ApS,ApS,43210,Syddanmark,2003,0,Monthly,False,0
DK67829188,MarkBogholderi Holding ApS,ApS,62010,Syddanmark,2011,5-9,Quarterly,False,0
DK45999282,SolMarked IVS,A_S,62020,Midtjylland,2024,5-9,Half-yearly,False,0
DK55292295,FjordSystem IVS,ApS,62010,Hovedstaden,2022,5-9,Quarterly,False,1
DK24995908,SolRen IVS,ENK,85590,Syddanmark,2024,10-19,Half-yearly,False,0
DK41111747,SydData IVS,ApS,96020,Syddanmark,1996,20-49,Monthly,False,0
DK45450818,EngService ApS,ENK,62020,Sjaelland,2012,1-4,Half-yearly,False,1
DK84259506,KlintRen A/S,IVS,62020,Hovedstaden,2001,1-4,Quarterly,False,1
DK45871337,StjerneSmede Holding ApS,Holding,69200,Sjaelland,2000,5-9,Quarterly,True,1
DK50313940,SoeLabs IVS,ENK,43210,Nordjylland,2021,1-4,Monthly,False,1
DK29468102,SolSystem ApS,ApS,43210,Sjaelland,2019,10-19,Quarterly,False,0
DK97489491,FjordSmede Holding ApS,ENK,56100,Midtjylland,2019,1-4,Quarterly,False,0
DK14237162,HavLogistik A/S,A_S,49410,Sjaelland,1990,5-9,Quarterly,False,0
DK24200792,MaaneData Holding ApS,ApS,69200,Sjaelland,2001,1-4,Quarterly,False,1
DK25822167,HavKonsult ApS,A_S,41200,Hovedstaden,2021,0,Quarterly,False,0
DK20218136,SydService IVS,ENK,46900,Nordjylland,2006,1-4,Quarterly,False,1
DK43352413,MaaneLabs IVS,ENK,69200,Midtjylland,2005,0,Quarterly,False,0
DK95088448,VestData Holding ApS,ENK,49410,Midtjylland,2021,0,Quarterly,False,1
DK65975589,AaaDesign A/S,ENK,62010,Sjaelland,2019,0,Quarterly,False,1
DK26645305,BirkRen IVS,ENK,56100,Hovedstaden,2011,1-4,Monthly,False,0
DK11269512,EngBogholderi ApS,ApS,47990,Hovedstaden,1995,5-9,Quarterly,False,1
DK23135013,NordSystem A/S,ApS,49410,Sjaelland,2020,1-4,Half-yearly,False,1
DK21669604,VestRen A/S,A_S,47410,Midtjylland,2011,10-19,Quarterly,False,0
DK67507864,SoeKonsulent Holding ApS,ENK,69200,Syddanmark,2015,1-4,Half-yearly,False,1
DK29489508,SydKonsulent Holding ApS,ApS,96020,Midtjylland,1990,1-4,Half-yearly,False,1
DK20755839,SoeKonsult Holding ApS,ApS,85590,Hovedstaden,1999,50+,Quarterly,False,1
DK73471252,AaaTek IVS,ApS,47410,Syddanmark,2023,0,Quarterly,False,1
DK36996613,MarkTek A/S,ENK,85590,Hovedstaden,2005,10-19,Monthly,False,0
DK28859444,KlintByg A/S,ENK,63110,Sjaelland,2023,0,Half-yearly,False,1
DK87719083,StjerneSystem ApS,ENK,43210,Sjaelland,2010,1-4,Monthly,False,0
DK32262198,VestSystem A/S,ApS,01130,Hovedstaden,2002,1-4,Monthly,False,0
DK29648660,SydHuset IVS,ApS,69200,Hovedstaden,2005,5-9,Quarterly,False,1
DK35776204,FjordDesign IVS,ENK,71121,Syddanmark,2023,1-4,Quarterly,False,0
DK10681919,VestStudio A/S,ApS,68203,Syddanmark,2012,1-4,Quarterly,False,1
DK19075566,FjordSmede A/S,A_S,86220,Sjaelland,2014,1-4,Quarterly,False,1
DK81853167,SolKonsulent ApS,ApS,10710,Nordjylland,1992,1-4,Quarterly,False,1
DK61404762,SkovBogholderi Holding ApS,ApS,70220,Hovedstaden,2002,10-19,Half-yearly,False,0
DK74966563,KlippeTek Holding ApS,ENK,90030,Hovedstaden,2014,20-49,Quarterly,False,0
DK63709873,LynKonsult IVS,ApS,62020,Sjaelland,1992,1-4,Quarterly,False,1
DK66409248,BirkData Holding ApS,ApS,47410,Syddanmark,1999,1-4,Quarterly,False,1
DK99018521,NordHuset Holding ApS,ApS,71121,Syddanmark,2022,0,Half-yearly,False,0
DK64232515,MarkLabs A/S,ApS,86220,Hovedstaden,2003,5-9,Quarterly,False,1
DK70259543,OestKonsult IVS,ApS,49410,Hovedstaden,2023,1-4,Quarterly,False,1
DK11226160,HavRegnskab IVS,ApS,47990,Sjaelland,1993,1-4,Quarterly,False,1
DK47912913,MarkSmede A/S,ApS,43210,Sjaelland,2024,1-4,Quarterly,False,1
DK35653609,BirkRegnskab Holding ApS,ApS,70220,Midtjylland,2011,1-4,Quarterly,False,1
DK54943826,BjergService Holding ApS,ApS,47410,Midtjylland,2009,5-9,Monthly,False,1
DK84554616,BirkHandel Holding ApS,ENK,47410,Midtjylland,1993,1-4,Quarterly,False,0
DK86156537,KlippeKontor ApS,A_S,62010,Syddanmark,2001,5-9,Quarterly,False,0
DK59418767,LynStudio ApS,ApS,47410,Hovedstaden,2020,1-4,Quarterly,False,1
DK52274658,LynRen IVS,ApS,01130,Midtjylland,2019,5-9,Half-yearly,False,1
DK85738583,KlippeKonsulent ApS,ApS,56100,Syddanmark,1992,0,Monthly,False,0
DK75863528,LynMarked Holding ApS,ENK,86220,Nordjylland,1996,1-4,Half-yearly,False,0
DK88992425,KlintSmede IVS,Holding,70220,Hovedstaden,2001,0,Monthly,True,0
DK24795705,KlintTek Holding ApS,ENK,46900,Hovedstaden,1991,0,Quarterly,False,0
DK91833303,BjergSystem Holding ApS,ApS,62010,Syddanmark,2024,1-4,Quarterly,False,1
DK83828130,BjergAdvice ApS,ApS,70220,Syddanmark,2002,10-19,Quarterly,False,1
DK95082694,SkyLogistik A/S,ApS,71121,Midtjylland,2001,1-4,Half-yearly,False,0
DK55585593,KlintAdvice ApS,A_S,63110,Midtjylland,2005,1-4,Quarterly,False,1
DK93535278,MarkStudio Holding ApS,ENK,62010,Midtjylland,1991,0,Monthly,False,0
DK11053046,FjordRen IVS,ApS,56100,Hovedstaden,2007,1-4,Monthly,False,1
DK14729199,MaaneByg Holding ApS,ApS,70220,Hovedstaden,2000,1-4,Half-yearly,False,1
DK15426353,SolHuset ApS,ENK,70220,Sjaelland,2008,1-4,Quarterly,False,0
DK75829103,OestSystem Holding ApS,ApS,63110,Syddanmark,2024,1-4,Quarterly,False,1
DK36009393,KlintByg Holding ApS,ApS,46900,Sjaelland,2020,10-19,Monthly,False,0
DK37541090,OestRaad A/S,ENK,70220,Hovedstaden,2014,0,Quarterly,False,0
DK22789451,KlippeBogholderi ApS,ApS,71121,Midtjylland,2005,0,Quarterly,False,1
DK59853272,SkyMarked ApS,Holding,43210,Syddanmark,2007,5-9,Half-yearly,True,1
DK28043814,OestAdvice ApS,ApS,62010,Midtjylland,1997,5-9,Monthly,False,1
DK52268528,StjerneByg A/S,ApS,49410,Midtjylland,2012,1-4,Monthly,False,0
DK48914610,LynTek Holding ApS,Holding,62010,Sjaelland,2009,1-4,Quarterly,True,1
DK64893120,MarkByg IVS,A_S,71121,Hovedstaden,2016,0,Monthly,False,0
DK30312963,SolRen A/S,ENK,62020,Midtjylland,2012,0,Half-yearly,False,0
DK87312243,SkySmede IVS,ApS,46900,Hovedstaden,1999,5-9,Quarterly,False,1
DK98385546,VestByg IVS,ApS,69200,Syddanmark,2007,5-9,Monthly,False,1
DK97771306,LynBogholderi Holding ApS,ApS,01130,Midtjylland,1997,5-9,Quarterly,False,1
DK82835926,BjergHuset IVS,ENK,70220,Midtjylland,1991,0,Quarterly,False,0
DK11973412,KlippeRen A/S,IVS,41200,Midtjylland,2005,0,Quarterly,False,1
DK87925348,NordKonsult IVS,IVS,63110,Hovedstaden,2021,5-9,Quarterly,False,1
DK93104450,BjergHandel ApS,ENK,62010,Sjaelland,1992,20-49,Quarterly,False,0
DK13992381,StjerneRegnskab Holding ApS,Holding,70220,Midtjylland,2019,1-4,Monthly,True,1
DK94734827,SkyAdvice A/S,IVS,46900,Sjaelland,1997,1-4,Monthly,False,1
DK23176672,BjergService IVS,ApS,71121,Syddanmark,2020,10-19,Half-yearly,False,0
DK46676155,SolRegnskab ApS,ApS,68203,Syddanmark,1993,1-4,Monthly,False,1
DK49509726,BirkByg Holding ApS,ApS,56100,Syddanmark,1998,0,Quarterly,False,0
DK15407316,AaaMarked A/S,ENK,90030,Hovedstaden,1991,0,Half-yearly,False,0
DK65042824,FjordDesign ApS,ApS,69200,Nordjylland,2006,1-4,Half-yearly,False,1
DK64805054,BirkAdvice IVS,ENK,85590,Hovedstaden,2013,0,Quarterly,False,0
DK49535991,SkovLogistik A/S,ENK,46900,Syddanmark,1997,0,Half-yearly,False,0
DK78614596,SydRaad ApS,ApS,43210,Syddanmark,2012,0,Quarterly,False,1
DK58269454,KlintVaerk ApS,ENK,90030,Sjaelland,2007,1-4,Quarterly,False,1
DK79201588,SolMarked IVS,A_S,41200,Syddanmark,2016,1-4,Quarterly,False,1
DK93343299,SolLabs IVS,ApS,49410,Syddanmark,2009,10-19,Monthly,False,1
DK48303466,SydDesign Holding ApS,ApS,47990,Hovedstaden,1993,1-4,Monthly,False,0
DK12973677,AaaDesign A/S,ENK,62020,Hovedstaden,2004,10-19,Monthly,False,0
DK28164887,NordTek Holding ApS,ApS,56100,Nordjylland,1992,1-4,Quarterly,False,1
DK53538952,EngLabs A/S,A_S,71121,Syddanmark,1998,20-49,Quarterly,True,0
DK52678511,KlippeData A/S,ENK,49410,Syddanmark,2002,10-19,Quarterly,False,0
DK99794289,LynData IVS,ApS,86220,Syddanmark,2013,1-4,Quarterly,False,0
DK54716747,HavLogistik A/S,ApS,62010,Midtjylland,2000,1-4,Quarterly,False,1
DK97270784,OestRegnskab Holding ApS,ApS,62020,Syddanmark,2021,5-9,Quarterly,False,1
DK20119432,SydData ApS,Holding,62010,Syddanmark,2018,0,Quarterly,True,0
DK24859590,NordByg ApS,ApS,47410,Sjaelland,2004,5-9,Quarterly,False,1
DK18931291,MaaneDesign IVS,ENK,62010,Hovedstaden,1999,50+,Quarterly,False,0
DK47072924,SkovMarked IVS,ENK,47990,Midtjylland,1993,1-4,Quarterly,False,1
DK44443761,OestKonsult Holding ApS,ApS,46900,Hovedstaden,1990,1-4,Quarterly,False,1
DK50124640,HavKonsulent A/S,ApS,96020,Syddanmark,2006,0,Quarterly,False,1
DK11252582,VestAdvice IVS,ApS,63110,Sjaelland,2005,5-9,Quarterly,False,1
DK34617846,KlintSmede ApS,ApS,47410,Hovedstaden,2005,1-4,Quarterly,False,1
DK13725135,SkovData A/S,ApS,62010,Midtjylland,2006,0,Quarterly,False,0
DK75699255,MaaneVaerk A/S,ApS,10710,Sjaelland,2019,10-19,Half-yearly,False,1
DK17172227,VestTek A/S,ApS,62020,Hovedstaden,2023,1-4,Monthly,False,1
DK54038479,FjordKonsulent Holding ApS,Holding,62010,Sjaelland,2020,20-49,Half-yearly,True,1
DK76730245,SoeKontor Holding ApS,A_S,62020,Nordjylland,1997,1-4,Quarterly,False,1
DK13450651,SkovData ApS,Holding,86220,Midtjylland,1990,1-4,Half-yearly,True,0
DK87404726,OestKonsult ApS,IVS,62010,Hovedstaden,2010,50+,Quarterly,False,1
DK59326105,SolByg ApS,ENK,43210,Midtjylland,2024,20-49,Quarterly,False,0
DK85826051,MarkKonsulent A/S,ApS,47990,Sjaelland,2001,1-4,Half-yearly,False,1
DK41977416,AaaTal IVS,ApS,47990,Sjaelland,2007,5-9,Quarterly,False,1
DK90414699,MarkTal A/S,ENK,62020,Hovedstaden,2015,1-4,Quarterly,False,1
DK67285314,KlintByg IVS,ENK,62010,Midtjylland,2013,1-4,Quarterly,False,1
DK18626674,EngMarked IVS,ApS,70220,Midtjylland,1999,0,Quarterly,False,0
DK95017550,MaaneLabs IVS,ApS,62020,Nordjylland,2014,10-19,Monthly,False,1
DK14123349,BirkLogistik IVS,Holding,56100,Syddanmark,2008,1-4,Quarterly,True,1
DK95115831,LynHuset Holding ApS,ENK,69200,Midtjylland,2004,5-9,Monthly,False,0
DK67913582,AaaData Holding ApS,ApS,70220,Hovedstaden,2024,0,Monthly,False,0
DK60888494,SoeAdvice ApS,ENK,62010,Hovedstaden,2019,1-4,Monthly,False,0
DK65150457,MarkRen Holding ApS,Holding,46900,Hovedstaden,2023,5-9,Quarterly,True,1
DK34480284,KlippeRen Holding ApS,ApS,62020,Sjaelland,2017,5-9,Quarterly,False,1
DK58509602,MarkLogistik Holding ApS,ApS,41200,Midtjylland,1997,0,Monthly,False,0
DK17518317,OestKonsult IVS,ApS,62010,Syddanmark,1993,0,Quarterly,False,1
DK67293858,SydRaad ApS,IVS,68203,Syddanmark,2001,1-4,Quarterly,False,1
DK26134116,SkyService A/S,ApS,56100,Syddanmark,2014,0,Monthly,False,0
DK82259578,KlippeTal IVS,ApS,62020,Midtjylland,2007,1-4,Monthly,False,1
DK93443330,OestDesign A/S,ApS,62010,Hovedstaden,2014,50+,Quarterly,False,0
DK65519184,HavLabs Holding ApS,ApS,69200,Midtjylland,2005,10-19,Quarterly,False,1
DK84619693,StjerneByg ApS,ApS,62020,Nordjylland,2007,5-9,Quarterly,False,1
DK22520724,AaaMarked ApS,ApS,62020,Syddanmark,2020,20-49,Quarterly,False,1
DK55113741,BirkBogholderi Holding ApS,ApS,10710,Syddanmark,2005,1-4,Quarterly,False,0
DK83793480,HavService Holding ApS,ApS,43210,Midtjylland,2024,1-4,Quarterly,False,1
DK25492496,HavRen ApS,ApS,62020,Nordjylland,2005,1-4,Quarterly,False,1
DK75967309,NordStudio ApS,Holding,46900,Hovedstaden,1995,1-4,Half-yearly,True,1
DK12622470,KlintSmede ApS,ApS,63110,Hovedstaden,2022,0,Quarterly,False,0
DK11608434,SoeSmede A/S,ApS,68203,Nordjylland,2022,1-4,Quarterly,False,1
DK76367489,SkyByg ApS,A_S,62010,Syddanmark,1990,5-9,Quarterly,False,1
DK20118902,MarkKonsulent IVS,ApS,47990,Hovedstaden,2002,5-9,Half-yearly,False,1
DK22601323,SoeBogholderi Holding ApS,ApS,85590,Hovedstaden,2009,0,Quarterly,False,0
DK48200615,SydRegnskab IVS,ApS,62010,Sjaelland,2019,1-4,Monthly,False,1
DK28944282,NordKontor Holding ApS,Holding,62020,Nordjylland,1996,0,Quarterly,True,0
DK79449624,FjordSystem A/S,A_S,70220,Hovedstaden,2009,5-9,Quarterly,False,0
DK13340521,MarkAdvice Holding ApS,ApS,01130,Midtjylland,2003,1-4,Monthly,False,1
DK49354403,SoeService IVS,ApS,46900,Hovedstaden,2004,0,Monthly,False,1
DK18863989,StjerneRaad Holding ApS,ENK,41200,Sjaelland,1995,1-4,Quarterly,False,1
DK13673797,NordHandel IVS,ENK,85590,Nordjylland,2011,5-9,Quarterly,False,0
DK56745329,KlippeBogholderi Holding ApS,ApS,96020,Midtjylland,2005,1-4,Quarterly,False,1
DK42544297,AaaStudio IVS,ENK,71121,Syddanmark,2009,20-49,Quarterly,False,0
DK36965754,HavService A/S,ApS,47410,Syddanmark,2023,0,Quarterly,False,1
DK27413427,KlippeLogistik ApS,ApS,56100,Sjaelland,2018,1-4,Quarterly,False,1
DK26088679,OestAdvice IVS,ApS,63110,Sjaelland,2005,5-9,Quarterly,False,1
DK23985262,SkovDesign IVS,ENK,01130,Syddanmark,2000,1-4,Quarterly,False,0
DK36528938,MarkRen A/S,ENK,62010,Syddanmark,2006,1-4,Quarterly,False,1
DK20630187,KlintService Holding ApS,ApS,62020,Hovedstaden,2023,1-4,Quarterly,False,1
DK42344736,MarkTal Holding ApS,ApS,86220,Midtjylland,2001,10-19,Quarterly,False,0
DK28424687,OestMarked A/S,A_S,69200,Hovedstaden,2006,0,Monthly,False,0
DK39646759,OestKonsulent ApS,ENK,62020,Hovedstaden,2009,10-19,Quarterly,False,1
DK18629676,EngLabs IVS,ENK,62020,Midtjylland,2004,1-4,Quarterly,False,1
DK36165587,LynSmede IVS,ApS,46900,Hovedstaden,2001,20-49,Quarterly,False,0
DK80270847,NordByg IVS,ApS,96020,Midtjylland,2005,1-4,Half-yearly,False,1
DK96084919,KlippeHandel A/S,Holding,62010,Hovedstaden,2019,1-4,Monthly,True,1
DK23296022,SoeKontor A/S,ENK,62010,Sjaelland,2014,10-19,Quarterly,False,0
DK28908278,VestTal ApS,ENK,71121,Syddanmark,2011,0,Quarterly,False,0
DK26521341,EngTek IVS,ENK,68203,Syddanmark,2008,1-4,Quarterly,False,0
DK74049047,HavHandel A/S,Holding,63110,Nordjylland,2024,10-19,Quarterly,True,1
DK72321989,SkyAdvice IVS,ENK,68203,Hovedstaden,1993,1-4,Quarterly,False,1
DK83683751,KlintSystem ApS,ENK,10710,Syddanmark,2001,0,Half-yearly,False,0
DK45091591,VestDesign IVS,A_S,69200,Hovedstaden,2009,1-4,Quarterly,False,0
DK98949532,NordLogistik ApS,A_S,86220,Hovedstaden,1998,1-4,Quarterly,False,0
DK85874812,KlippeByg ApS,IVS,56100,Syddanmark,2001,1-4,Quarterly,False,1
DK10963992,EngLogistik IVS,ApS,47410,Nordjylland,2013,1-4,Monthly,False,1
DK53164787,NordKonsult A/S,ApS,70220,Hovedstaden,1996,5-9,Quarterly,False,0
DK65913545,EngDesign A/S,A_S,86220,Nordjylland,2010,1-4,Monthly,False,1
DK74457798,OestKontor Holding ApS,ENK,86220,Syddanmark,2007,1-4,Monthly,False,1
DK88452053,NordRegnskab ApS,A_S,47990,Hovedstaden,1998,20-49,Monthly,True,0
DK47474818,BjergRaad ApS,ApS,90030,Nordjylland,2022,5-9,Quarterly,False,0
DK34603347,SkyTek A/S,ApS,71121,Syddanmark,2006,10-19,Quarterly,False,0
DK50878882,OestVaerk IVS,ApS,86220,Midtjylland,1999,10-19,Monthly,False,1
DK77197574,SkyKonsult IVS,IVS,01130,Midtjylland,2014,5-9,Quarterly,False,1
DK41837114,StjerneVaerk A/S,ENK,62020,Hovedstaden,2011,10-19,Quarterly,False,0
DK72529645,HavLabs ApS,ApS,62010,Midtjylland,2010,1-4,Quarterly,False,0
DK92299359,BjergMarked IVS,ENK,70220,Hovedstaden,1997,5-9,Quarterly,False,1
DK62721147,MarkHandel Holding ApS,ApS,01130,Hovedstaden,1995,20-49,Quarterly,False,0
DK22564590,MarkLogistik ApS,ApS,69200,Syddanmark,2001,0,Quarterly,False,1
DK32581921,SkyBogholderi ApS,ENK,56100,Syddanmark,2008,5-9,Quarterly,False,1
DK43212283,FjordService A/S,ApS,62010,Midtjylland,2021,1-4,Quarterly,False,1
DK40199311,KlintService Holding ApS,ApS,69200,Syddanmark,2009,5-9,Quarterly,False,1
DK27854333,NordTek IVS,Holding,43210,Syddanmark,1996,1-4,Monthly,True,1
DK94058541,LynKonsult A/S,A_S,62020,Hovedstaden,2013,1-4,Monthly,False,1
DK20337969,AaaVaerk Holding ApS,ApS,49410,Midtjylland,2017,0,Monthly,False,0
DK75800298,HavLabs ApS,ApS,62020,Sjaelland,2015,10-19,Monthly,False,1
DK20516869,VestKontor A/S,ApS,49410,Hovedstaden,2014,5-9,Monthly,False,1
DK70825015,LynData ApS,ApS,62020,Midtjylland,2020,5-9,Quarterly,False,1
DK97215939,BirkTal Holding ApS,ApS,90030,Midtjylland,2017,1-4,Quarterly,False,1
DK75093950,SoeHandel Holding ApS,ENK,43210,Midtjylland,2023,10-19,Quarterly,False,0
DK63261238,HavAdvice IVS,ENK,62010,Hovedstaden,2011,5-9,Quarterly,False,0
DK11402094,MaaneLabs ApS,ENK,62010,Midtjylland,2020,0,Quarterly,False,1
DK67580584,LynLogistik IVS,IVS,62010,Hovedstaden,2021,1-4,Quarterly,False,1
DK95481007,AaaData Holding ApS,ApS,43210,Hovedstaden,2015,1-4,Quarterly,False,0
DK22586854,KlippeAdvice A/S,ENK,86220,Hovedstaden,2008,1-4,Half-yearly,False,1
DK73165199,LynSystem ApS,ApS,70220,Sjaelland,2006,0,Monthly,False,0
DK99031288,VestRaad IVS,ApS,70220,Sjaelland,1991,1-4,Quarterly,False,0
DK45682307,SydService IVS,ENK,43210,Midtjylland,2004,1-4,Quarterly,False,0
DK36594223,SkyAdvice IVS,ENK,46900,Syddanmark,2007,1-4,Monthly,False,0
DK73988396,SoeMarked A/S,ENK,56100,Midtjylland,1993,0,Quarterly,False,0
DK60435898,EngLabs A/S,IVS,71121,Nordjylland,1993,1-4,Quarterly,False,1
DK18761755,SydRen Holding ApS,ApS,56100,Midtjylland,2020,10-19,Quarterly,False,1
DK28348193,KlippeKonsult ApS,ApS,90030,Syddanmark,1999,1-4,Quarterly,False,1
DK36198488,SydTal ApS,ApS,69200,Syddanmark,1993,5-9,Quarterly,False,1
DK62447490,SkyVaerk IVS,ApS,62010,Syddanmark,1997,5-9,Quarterly,False,0
DK84342539,MaaneByg ApS,ENK,62020,Midtjylland,2020,0,Quarterly,False,0
DK78692399,BjergTal A/S,ENK,46900,Midtjylland,1995,1-4,Quarterly,False,0
DK74501642,NordService ApS,ApS,69200,Nordjylland,2018,20-49,Quarterly,False,0
DK31020241,SydSystem Holding ApS,ENK,68203,Syddanmark,1990,0,Monthly,False,0
DK56256892,SkovBogholderi A/S,ApS,43210,Hovedstaden,2005,0,Monthly,False,0
DK61795084,SkovRaad A/S,ENK,46900,Hovedstaden,2020,1-4,Half-yearly,False,1
DK81974634,StjerneData Holding ApS,ApS,86220,Hovedstaden,2016,5-9,Quarterly,False,1
DK48288220,AaaLogistik IVS,ENK,63110,Hovedstaden,2004,1-4,Quarterly,False,1
DK78156141,LynHuset IVS,ApS,86220,Midtjylland,1996,1-4,Quarterly,False,0
DK79679242,FjordBogholderi Holding ApS,ApS,62010,Hovedstaden,1992,20-49,Monthly,False,1
DK46641001,StjerneDesign A/S,IVS,43210,Midtjylland,2015,1-4,Half-yearly,False,0
DK43411214,EngDesign IVS,A_S,68203,Midtjylland,1998,1-4,Quarterly,False,1
DK73007656,HavRaad A/S,ApS,85590,Hovedstaden,1993,5-9,Quarterly,False,0
DK41482663,LynStudio A/S,Holding,01130,Midtjylland,2021,1-4,Quarterly,True,0
DK18226739,FjordBogholderi Holding ApS,ApS,70220,Syddanmark,2006,5-9,Quarterly,False,0
DK19808351,SydByg IVS,ApS,96020,Sjaelland,2016,5-9,Quarterly,False,0
DK64347257,VestSmede IVS,A_S,46900,Hovedstaden,2000,10-19,Quarterly,False,1
DK23387612,KlippeTek A/S,ENK,43210,Syddanmark,2022,1-4,Half-yearly,False,1
DK60143981,MarkSystem Holding ApS,ENK,62010,Midtjylland,2001,1-4,Quarterly,False,1
DK65460633,KlintRaad A/S,ApS,62020,Sjaelland,1992,0,Quarterly,False,1
DK80937480,VestHuset Holding ApS,ApS,46900,Sjaelland,2011,0,Half-yearly,False,1
DK88704024,MaaneVaerk A/S,A_S,62010,Hovedstaden,2015,5-9,Quarterly,False,1
DK69328544,BirkStudio Holding ApS,A_S,47990,Midtjylland,1997,1-4,Quarterly,False,1
DK92323010,SkySystem Holding ApS,ApS,96020,Midtjylland,2024,1-4,Quarterly,False,1
DK20158521,BjergVaerk ApS,ENK,49410,Sjaelland,2004,0,Half-yearly,False,0
DK70322107,StjerneSmede IVS,ENK,62010,Sjaelland,2018,50+,Monthly,False,0
DK67391847,NordDesign IVS,ApS,68203,Midtjylland,1998,5-9,Monthly,False,1
DK30333270,BirkSystem IVS,ApS,62010,Hovedstaden,2005,0,Quarterly,False,0
DK91713617,AaaKonsulent Holding ApS,A_S,71121,Syddanmark,2006,1-4,Quarterly,False,0
