meeting_key,deal_key,company_key,rep_key,meeting_date_key,meeting_status,no_show_flag,days_from_create,days_to_close
M0003544,D0003544,C0050433,R008,20260421,Cancelled,1,1.0,
M0003545,D0003545,C0021755,R014,20260803,Cancelled,1,0.0,
M0003546,D0003546,C0082762,R015,20241127,Held,0,0.0,11.0
M0003547,D0003547,C0012469,R011,20240703,Held,0,1.0,17.0
M0003548,D0003548,C0076327,R004,20240706,Held,0,1.0,6.0
M0003549,D0003549,C0042203,R012,20250430,Cancelled,1,1.0,
M0003550,D0003550,C0075836,R002,20240328,Cancelled,1,0.0,
M0003551,D0003551,C0009961,R002,20261207,Held,0,0.0,13.0
M0003552,D0003552,C0040174,R009,20251014,Held,0,1.0,12.0
M0003553,D0003553,C0059436,R008,20250403,Cancelled,1,0.0,
M0003554,D0003554,C0051834,R004,20240910,Cancelled,1,0.0,
M0003555,D0003555,C0077707,R003,20240404,Held,0,0.0,29.0
M0003556,D0003556,C0102448,R012,20260827,Held,0,1.0,2.0
M0003557,D0003557,C0013490,R009,20250911,Cancelled,1,1.0,
M0003558,D0003558,C0007485,R002,20240416,Cancelled,1,0.0,
M0003559,D0003559,C0052800,R001,20260417,Held,0,0.0,3.0
M0003560,D0003560,C0093395,R010,20250819,Held,0,1.0,1.0
M0003561,D0003561,C0069541,R007,20260121,Held,0,0.0,6.0
M0003562,D0003562,C0090044,R001,20260810,Cancelled,1,0.0,
M0003563,D0003563,C0005333,R006,20250124,Cancelled,1,0.0,
M0003564,D0003564,C0006633,R009,20240802,Held,0,0.0,14.0
M0003565,D0003565,C0069487,R001,20260219,Cancelled,1,0.0,
M0003566,D0003566,C0096665,R006,20260805,Cancelled,1,1.0,
M0003567,D0003567,C0007746,R006,20250124,Held,0,1.0,25.0
M0003568,D0003568,C0004409,R003,20240812,Cancelled,1,0.0,
M0003569,D0003569,C0090860,R011,20250908,Cancelled,1,0.0,
M0003570,D0003570,C0024328,R013,20240718,Held,0,0.0,54.0
M0003571,D0003571,C0070827,R007,20240416,Held,0,1.0,19.0
M0003572,D0003572,C0100348,R012,20241009,Cancelled,1,0.0,
M0003573,D0003573,C0025963,R006,20250228,Held,0,1.0,15.0
M0003574,D0003574,C0058020,R008,20240807,Held,0,1.0,19.0
M0003575,D0003575,C0096054,R009,20250703,Cancelled,1,1.0,
M0003576,D0003576,C0031589,R007,20261128,Held,0,1.0,18.0
M0003577,D0003577,C0070604,R007,20250314,Held,0,1.0,9.0
M0003578,D0003578,C0070722,R010,20240323,Cancelled,1,1.0,
M0003579,D0003579,C0078943,R001,20241217,Held,0,1.0,2.0
M0003580,D0003580,C0041255,R006,20250520,Held,0,0.0,28.0
M0003581,D0003581,C0074149,R005,20240603,Held,0,0.0,35.0
M0003582,D0003582,C0076871,R009,20250210,Held,0,0.0,16.0
M0003583,D0003583,C0011593,R012,20250829,Held,0,1.0,7.0
M0003584,D0003584,C0009909,R007,20261205,Held,0,1.0,5.0
M0003585,D0003585,C0015506,R011,20250707,Held,0,0.0,21.0
M0003586,D0003586,C0039445,R008,20240829,Held,0,0.0,6.0
M0003587,D0003587,C0085034,R001,20250828,Cancelled,1,0.0,
M0003588,D0003588,C0057336,R013,20240813,Held,0,1.0,3.0
M0003589,D0003589,C0007673,R012,20250918,Held,0,0.0,14.0
M0003590,D0003590,C0001590,R010,20250503,Held,0,1.0,20.0
M0003591,D0003591,C0042520,R002,20240207,Cancelled,1,0.0,
M0003592,D0003592,C0028908,R013,20261203,Cancelled,1,1.0,
M0003593,D0003593,C0093013,R009,20260326,Held,0,0.0,14.0
M0003594,D0003594,C0029030,R012,20260715,Cancelled,1,0.0,
M0003595,D0003595,C0092624,R008,20241105,Held,0,0.0,17.0
M0003596,D0003596,C0021312,R014,20240812,Held,0,0.0,3.0
M0003597,D0003597,C0096812,R007,20240201,Cancelled,1,0.0,
M0003598,D0003598,C0056018,R015,20240910,Held,0,1.0,12.0
M0003599,D0003599,C0076354,R006,20260721,Cancelled,1,0.0,
M0003600,D0003600,C0066794,R006,20251107,Held,0,1.0,21.0
M0003601,D0003601,C0069316,R002,20251010,Held,0,0.0,5.0
M0003602,D0003602,C0064695,R011,20250110,Held,0,0.0,2.0
M0003603,D0003603,C0053872,R011,20250804,Cancelled,1,0.0,
M0003604,D0003604,C0003365,R011,20240521,Held,0,1.0,5.0
M0003605,D0003605,C0079707,R015,20250729,Held,0,1.0,3.0
M0003606,D0003606,C0095108,R005,20260921,Held,0,0.0,21.0
M0003607,D0003607,C0054533,R004,20240930,Held,0,0.0,6.0
M0003608,D0003608,C0064343,R004,20250206,Cancelled,1,1.0,
M0003609,D0003609,C0068840,R004,20240809,Cancelled,1,0.0,
M0003610,D0003610,C0090364,R012,20241129,Cancelled,1,0.0,
M0003611,D0003611,C0064501,R007,20260129,Held,0,1.0,12.0
M0003612,D0003612,C0099197,R002,20240508,Held,0,0.0,16.0
M0003613,D0003613,C0044170,R009,20240216,Held,0,1.0,10.0
M0003614,D0003614,C0045501,R013,20240129,Cancelled,1,0.0,
M0003615,D0003615,C0030949,R004,20260526,Held,0,0.0,6.0
M0003616,D0003616,C0003464,R013,20260714,Held,0,0.0,17.0
M0003617,D0003617,C0020693,R010,20241122,Cancelled,1,0.0,
M0003618,D0003618,C0020172,R012,20250829,Held,0,1.0,32.0
M0003619,D0003619,C0019121,R003,20250408,Held,0,1.0,35.0
M0003620,D0003620,C0042157,R006,20261007,Held,0,1.0,14.0
M0003621,D0003621,C0034137,R003,20240607,Held,0,1.0,19.0
M0003622,D0003622,C0030318,R012,20241030,Cancelled,1,0.0,
M0003623,D0003623,C0003153,R008,20251029,Held,0,0.0,20.0
M0003624,D0003624,C0039179,R007,20240826,Cancelled,1,0.0,
M0003625,D0003625,C0016601,R007,20260804,Held,0,1.0,4.0
M0003626,D0003626,C0098569,R006,20240719,Held,0,1.0,5.0
M0003627,D0003627,C0058134,R005,20240709,Held,0,1.0,7.0
M0003628,D0003628,C0004181,R006,20260428,Held,0,1.0,7.0
M0003629,D0003629,C0013840,R011,20240627,Held,0,0.0,18.0
M0003630,D0003630,C0022324,R013,20240216,Held,0,1.0,6.0
M0003631,D0003631,C0073756,R007,20250802,Held,0,1.0,9.0
M0003632,D0003632,C0010716,R001,20250226,Held,0,1.0,13.0
M0003633,D0003633,C0052851,R015,20240530,Cancelled,1,0.0,
M0003634,D0003634,C0037636,R012,20240318,Cancelled,1,0.0,
M0003635,D0003635,C0009157,R014,20240515,Held,0,1.0,4.0
M0003636,D0003636,C0013094,R001,20260513,Held,0,0.0,10.0
M0003637,D0003637,C0080668,R008,20241226,Cancelled,1,1.0,
M0003638,D0003638,C0099792,R013,20240617,Held,0,0.0,11.0
M0003639,D0003639,C0068947,R010,20250129,Cancelled,1,1.0,
M0003640,D0003640,C0010602,R006,20260912,Held,0,1.0,21.0
M0003641,D0003641,C0051788,R009,20260420,Cancelled,1,0.0,
M0003642,D0003642,C0072573,R002,20240605,Held,0,0.0,15.0
M0003643,D0003643,C0025424,R012,20240429,Held,0,0.0,25.0
M0003644,D0003644,C0031009,R007,20250626,Held,0,1.0,9.0
M0003645,D0003645,C0033849,R008,20241107,Held,0,0.0,9.0
M0003646,D0003646,C0079380,R003,20250306,Cancelled,1,1.0,
M0003647,D0003647,C0076809,R013,20260702,Held,0,0.0,7.0
M0003648,D0003648,C0006980,R009,20250513,Cancelled,1,1.0,
M0003649,D0003649,C0088581,R003,20240417,Cancelled,1,1.0,
M0003650,D0003650,C0018536,R010,20250517,Held,0,1.0,25.0
M0003651,D0003651,C0019133,R003,20260523,Held,0,1.0,10.0
M0003652,D0003652,C0009605,R011,20250307,Held,0,1.0,15.0
M0003653,D0003653,C0093096,R006,20251127,Cancelled,1,1.0,
M0003654,D0003654,C0015259,R003,20250925,Held,0,1.0,15.0
M0003655,D0003655,C0008176,R006,20250704,Held,0,0.0,9.0
M0003656,D0003656,C0011434,R006,20250925,Held,0,0.0,6.0
M0003657,D0003657,C0085432,R004,20250419,Held,0,1.0,2.0
M0003658,D0003658,C0034730,R003,20260219,Held,0,1.0,5.0
M0003659,D0003659,C0035236,R007,20260417,Cancelled,1,0.0,
M0003660,D0003660,C0056773,R011,20261202,Cancelled,1,1.0,
M0003661,D0003661,C0043764,R010,20261030,Held,0,1.0,7.0
M0003662,D0003662,C0026370,R014,20240618,Held,0,0.0,20.0
M0003663,D0003663,C0013211,R005,20240228,Held,0,1.0,7.0
M0003664,D0003664,C0095328,R013,20241120,Cancelled,1,1.0,
M0003665,D0003665,C0046468,R007,20240208,Held,0,0.0,9.0
M0003666,D0003666,C0094450,R012,20260912,Held,0,1.0,10.0
M0003667,D0003667,C0023428,R003,20240315,Cancelled,1,1.0,
M0003668,D0003668,C0009529,R014,20241130,Held,0,1.0,22.0
M0003669,D0003669,C0097914,R007,20251213,Held,0,1.0,10.0
M0003670,D0003670,C0043685,R001,20250311,Cancelled,1,0.0,
M0003671,D0003671,C0093097,R003,20260120,Held,0,0.0,4.0
M0003672,D0003672,C0052627,R004,20251016,Cancelled,1,1.0,
M0003673,D0003673,C0016866,R003,20251212,Held,0,1.0,1.0
M0003674,D0003674,C0079687,R011,20261217,Cancelled,1,1.0,
M0003675,D0003675,C0083570,R009,20240713,Held,0,1.0,6.0
M0003676,D0003676,C0068739,R001,20260604,Held,0,1.0,6.0
M0003677,D0003677,C0050479,R010,20250814,Cancelled,1,0.0,
M0003678,D0003678,C0063864,R009,20240704,Held,0,0.0,9.0
M0003679,D0003679,C0083974,R013,20240711,Held,0,0.0,30.0
M0003680,D0003680,C0049373,R001,20260331,Held,0,1.0,5.0
M0003681,D0003681,C0042888,R003,20240227,Held,0,0.0,10.0
M0003682,D0003682,C0055025,R003,20261104,Cancelled,1,1.0,
M0003683,D0003683,C0022092,R005,20261125,Held,0,1.0,19.0
M0003684,D0003684,C0033700,R010,20241022,Held,0,0.0,21.0
M0003685,D0003685,C0037509,R015,20240405,Cancelled,1,1.0,
M0003686,D0003686,C0003407,R012,20241217,Held,0,1.0,14.0
M0003687,D0003687,C0023071,R011,20260619,Cancelled,1,1.0,
M0003688,D0003688,C0043439,R012,20240103,Held,0,0.0,32.0
M0003689,D0003689,C0000520,R003,20240222,Held,0,1.0,2.0
M0003690,D0003690,C0005049,R005,20240501,Held,0,1.0,8.0
M0003691,D0003691,C0009953,R008,20251022,Held,0,1.0,14.0
M0003692,D0003692,C0024614,R013,20241212,Held,0,0.0,8.0
M0003693,D0003693,C0087243,R008,20260519,Held,0,0.0,30.0
M0003694,D0003694,C0078734,R002,20240311,Cancelled,1,0.0,
M0003695,D0003695,C0030991,R010,20261015,Held,0,0.0,3.0
M0003696,D0003696,C0059101,R015,20261117,Held,0,1.0,12.0
M0003697,D0003697,C0006186,R009,20240716,Held,0,1.0,28.0
M0003698,D0003698,C0093771,R013,20240313,Cancelled,1,0.0,
M0003699,D0003699,C0102262,R004,20250328,Held,0,0.0,22.0
M0003700,D0003700,C0006355,R013,20250207,Cancelled,1,0.0,
M0003701,D0003701,C0078189,R010,20240207,Held,0,0.0,5.0
M0003702,D0003702,C0085842,R004,20260227,Held,0,1.0,7.0
M0003703,D0003703,C0086811,R011,20241018,Cancelled,1,0.0,
M0003704,D0003704,C0051079,R007,20260507,Held,0,1.0,25.0
M0003705,D0003705,C0069481,R006,20241217,Cancelled,1,0.0,
M0003706,D0003706,C0072928,R008,20261223,Cancelled,1,0.0,
M0003707,D0003707,C0010563,R002,20240319,Held,0,0.0,15.0
M0003708,D0003708,C0041867,R012,20260122,Held,0,1.0,27.0
M0003709,D0003709,C0067227,R007,20261027,Cancelled,1,1.0,
M0003710,D0003710,C0076581,R003,20250729,Cancelled,1,0.0,
M0003711,D0003711,C0040307,R011,20241114,Cancelled,1,0.0,
M0003712,D0003712,C0074016,R014,20240925,Held,0,1.0,18.0
M0003713,D0003713,C0037818,R009,20250630,Held,0,0.0,4.0
M0003714,D0003714,C0045851,R011,20261002,Cancelled,1,0.0,
M0003715,D0003715,C0051780,R010,20240716,Held,0,1.0,12.0
M0003716,D0003716,C0047206,R006,20250829,Held,0,1.0,6.0
M0003717,D0003717,C0018638,R013,20260831,Cancelled,1,0.0,
M0003718,D0003718,C0026701,R004,20250217,Cancelled,1,0.0,
M0003719,D0003719,C0003000,R015,20240913,Cancelled,1,0.0,
M0003720,D0003720,C0094752,R004,20260526,Held,0,0.0,21.0
M0003721,D0003721,C0043714,R001,20250822,Cancelled,1,0.0,
M0003722,D0003722,C0031474,R001,20250804,Held,0,0.0,12.0
M0003723,D0003723,C0038329,R015,20250416,Held,0,1.0,19.0
M0003724,D0003724,C0031421,R006,20241003,Held,0,0.0,13.0
M0003725,D0003725,C0029842,R009,20261214,Held,0,0.0,6.0
M0003726,D0003726,C0098737,R002,20260303,Held,0,1.0,1.0
M0003727,D0003727,C0068643,R008,20240919,Cancelled,1,1.0,
M0003728,D0003728,C0097573,R003,20260922,Held,0,1.0,6.0
M0003729,D0003729,C0060719,R013,20250806,Cancelled,1,1.0,
M0003730,D0003730,C0051784,R004,20250806,Held,0,0.0,3.0
M0003731,D0003731,C0065019,R002,20260717,Held,0,1.0,10.0
M0003732,D0003732,C0071524,R015,20250401,Held,0,1.0,7.0
M0003733,D0003733,C0037372,R004,20241205,Held,0,1.0,25.0
M0003734,D0003734,C0069843,R015,20260704,Held,0,1.0,10.0
M0003735,D0003735,C0093840,R008,20260901,Held,0,0.0,3.0
M0003736,D0003736,C0074508,R014,20250707,Cancelled,1,0.0,
M0003737,D0003737,C0054420,R007,20250211,Held,0,0.0,14.0
M0003738,D0003738,C0070957,R005,20240608,Cancelled,1,1.0,
M0003739,D0003739,C0008328,R009,20251104,Cancelled,1,0.0,
M0003740,D0003740,C0044168,R005,20241010,Held,0,0.0,11.0
M0003741,D0003741,C0065920,R007,20261012,Held,0,0.0,22.0
M0003742,D0003742,C0012826,R013,20240803,Held,0,1.0,32.0
M0003743,D0003743,C0036337,R009,20241129,Held,0,0.0,2.0
M0003744,D0003744,C0049724,R014,20240813,Held,0,1.0,2.0
M0003745,D0003745,C0089970,R004,20241003,Held,0,1.0,33.0
M0003746,D0003746,C0092422,R007,20260715,Held,0,0.0,16.0
M0003747,D0003747,C0002526,R008,20261130,Held,0,0.0,12.0
M0003748,D0003748,C0030946,R010,20251001,Held,0,0.0,25.0
M0003749,D0003749,C0084162,R013,20260728,Held,0,1.0,7.0
M0003750,D0003750,C0052363,R002,20250218,Held,0,0.0,8.0
M0003751,D0003751,C0053524,R006,20260116,Cancelled,1,1.0,
M0003752,D0003752,C0018281,R004,20250402,Cancelled,1,1.0,
M0003753,D0003753,C0074864,R013,20241220,Cancelled,1,0.0,
M0003754,D0003754,C0033425,R001,20241202,Held,0,0.0,27.0
M0003755,D0003755,C0067330,R013,20250307,Held,0,0.0,23.0
M0003756,D0003756,C0065558,R004,20240426,Held,0,1.0,15.0
M0003757,D0003757,C0011659,R005,20260304,Held,0,0.0,6.0
M0003758,D0003758,C0094773,R010,20250303,Cancelled,1,0.0,
M0003759,D0003759,C0099371,R014,20260822,Held,0,1.0,3.0
M0003760,D0003760,C0058835,R001,20240712,Cancelled,1,0.0,
M0003761,D0003761,C0092954,R015,20250625,Held,0,1.0,20.0
M0003762,D0003762,C0084956,R014,20250502,Held,0,1.0,5.0
M0003763,D0003763,C0025403,R007,20261228,Held,0,0.0,6.0
M0003764,D0003764,C0102197,R005,20240712,Held,0,0.0,1.0
M0003765,D0003765,C0102005,R002,20240613,Held,0,1.0,13.0
M0003766,D0003766,C0028173,R003,20240614,Cancelled,1,0.0,
M0003767,D0003767,C0006106,R008,20240725,Cancelled,1,1.0,
M0003768,D0003768,C0049358,R013,20240217,Held,0,1.0,5.0
M0003769,D0003769,C0096972,R007,20240717,Held,0,1.0,9.0
M0003770,D0003770,C0044123,R014,20260703,Held,0,0.0,4.0
M0003771,D0003771,C0009481,R008,20240615,Held,0,1.0,13.0
M0003772,D0003772,C0006443,R011,20260128,Held,0,1.0,2.0
M0003773,D0003773,C0031592,R009,20261215,Cancelled,1,1.0,
M0003774,D0003774,C0081283,R006,20250616,Cancelled,1,0.0,
M0003775,D0003775,C0001887,R012,20240711,Held,0,1.0,15.0
M0003776,D0003776,C0010633,R015,20240726,Cancelled,1,0.0,
M0003777,D0003777,C0070327,R004,20260313,Cancelled,1,0.0,
M0003778,D0003778,C0098100,R013,20240416,Held,0,1.0,3.0
M0003779,D0003779,C0091299,R005,20260930,Held,0,0.0,7.0
M0003780,D0003780,C0068401,R012,20240129,Held,0,0.0,35.0
M0003781,D0003781,C0003777,R010,20260210,Cancelled,1,0.0,
M0003782,D0003782,C0079729,R009,20260408,Held,0,0.0,10.0
M0003783,D0003783,C0038612,R001,20260130,Held,0,0.0,10.0
M0003784,D0003784,C0038415,R013,20260523,Cancelled,1,1.0,
M0003785,D0003785,C0049961,R001,20250512,Held,0,0.0,7.0
M0003786,D0003786,C0059833,R008,20261118,Held,0,1.0,9.0
M0003787,D0003787,C0057086,R011,20250707,Cancelled,1,0.0,
M0003788,D0003788,C0045352,R009,20240610,Held,0,0.0,1.0
M0003789,D0003789,C0058039,R008,20260709,Held,0,0.0,20.0
M0003790,D0003790,C0098123,R006,20240321,Cancelled,1,0.0,
M0003791,D0003791,C0023535,R004,20250228,Held,0,1.0,24.0
M0003792,D0003792,C0016400,R010,20250114,Held,0,1.0,26.0
M0003793,D0003793,C0047572,R001,20261118,Held,0,0.0,12.0
M0003794,D0003794,C0093968,R002,20250517,Cancelled,1,1.0,
M0003795,D0003795,C0048451,R015,20240113,Cancelled,1,1.0,
M0003796,D0003796,C0046303,R006,20241213,Held,0,1.0,10.0
M0003797,D0003797,C0081968,R008,20240213,Held,0,0.0,14.0
M0003798,D0003798,C0024310,R005,20260617,Cancelled,1,0.0,
M0003799,D0003799,C0097085,R007,20260709,Cancelled,1,1.0,
M0003800,D0003800,C0035266,R010,20260908,Cancelled,1,0.0,
M0003801,D0003801,C0028431,R009,20251206,Held,0,1.0,20.0
M0003802,D0003802,C0025575,R009,20251028,Cancelled,1,0.0,
M0003803,D0003803,C0055535,R004,20240627,Cancelled,1,0.0,
M0003804,D0003804,C0050235,R007,20240611,Held,0,0.0,33.0
M0003805,D0003805,C0089951,R005,20240430,Cancelled,1,0.0,
M0003806,D0003806,C0022518,R006,20250905,Held,0,0.0,5.0
M0003807,D0003807,C0023510,R011,20250419,Cancelled,1,1.0,
M0003808,D0003808,C0073096,R006,20260527,Held,0,1.0,5.0
M0003809,D0003809,C0002551,R006,20260926,Cancelled,1,1.0,
M0003810,D0003810,C0002943,R011,20260722,Held,0,1.0,3.0
M0003811,D0003811,C0068922,R004,20260416,Held,0,0.0,6.0
M0003812,D0003812,C0102470,R004,20260204,Held,0,0.0,22.0
M0003813,D0003813,C0075477,R004,20250602,Held,0,0.0,12.0
M0003814,D0003814,C0025098,R009,20260109,Cancelled,1,1.0,
M0003815,D0003815,C0055414,R002,20261029,Held,0,1.0,9.0
M0003816,D0003816,C0074700,R006,20241205,Held,0,0.0,19.0
M0003817,D0003817,C0092141,R009,20250912,Cancelled,1,0.0,
M0003818,D0003818,C0031869,R003,20250621,Held,0,1.0,12.0
M0003819,D0003819,C0097793,R010,20251217,Held,0,0.0,6.0
M0003820,D0003820,C0039934,R012,20250823,Cancelled,1,1.0,
M0003821,D0003821,C0051347,R005,20250505,Held,0,0.0,8.0
M0003822,D0003822,C0079770,R001,20260609,Held,0,1.0,8.0
M0003823,D0003823,C0027729,R011,20260616,Held,0,1.0,17.0
M0003824,D0003824,C0058309,R007,20240115,Cancelled,1,0.0,
M0003825,D0003825,C0080654,R007,20261017,Held,0,1.0,16.0
M0003826,D0003826,C0024184,R014,20260602,Held,0,1.0,28.0
M0003827,D0003827,C0006189,R013,20250220,Held,0,0.0,22.0
M0003828,D0003828,C0017763,R007,20261020,Held,0,0.0,7.0
M0003829,D0003829,C0037868,R009,20251021,Cancelled,1,1.0,
M0003830,D0003830,C0025383,R013,20260611,Held,0,1.0,3.0
M0003831,D0003831,C0016496,R010,20260228,Held,0,1.0,3.0
M0003832,D0003832,C0009574,R014,20240507,Held,0,1.0,2.0
M0003833,D0003833,C0007729,R012,20251030,Cancelled,1,0.0,
M0003834,D0003834,C0013624,R009,20240708,Held,0,0.0,5.0
M0003835,D0003835,C0039770,R003,20241102,Held,0,1.0,16.0
M0003836,D0003836,C0090505,R008,20260327,Held,0,0.0,5.0
M0003837,D0003837,C0052670,R007,20260718,Held,0,1.0,15.0
M0003838,D0003838,C0083809,R009,20260901,Cancelled,1,0.0,
M0003839,D0003839,C0050263,R014,20240516,Held,0,1.0,14.0
M0003840,D0003840,C0093945,R006,20240214,Held,0,1.0,3.0
M0003841,D0003841,C0102018,R006,20250806,Cancelled,1,1.0,
M0003842,D0003842,C0077540,R014,20240809,Held,0,1.0,18.0
M0003843,D0003843,C0031653,R010,20250827,Held,0,0.0,27.0
M0003844,D0003844,C0045106,R003,20250920,Held,0,1.0,17.0
M0003845,D0003845,C0022614,R015,20260908,Cancelled,1,1.0,
M0003846,D0003846,C0083625,R006,20250328,Cancelled,1,1.0,
M0003847,D0003847,C0072592,R004,20240615,Held,0,1.0,8.0
M0003848,D0003848,C0077126,R002,20240703,Held,0,1.0,5.0
M0003849,D0003849,C0019543,R005,20251230,Held,0,0.0,8.0
M0003850,D0003850,C0015960,R014,20240320,Held,0,1.0,18.0
M0003851,D0003851,C0067686,R013,20251230,Held,0,0.0,8.0
M0003852,D0003852,C0091068,R012,20260731,Held,0,0.0,4.0
M0003853,D0003853,C0083132,R002,20261218,Cancelled,1,1.0,
M0003854,D0003854,C0046720,R009,20240702,Cancelled,1,0.0,
M0003855,D0003855,C0055466,R008,20241005,Cancelled,1,1.0,
M0003856,D0003856,C0072999,R003,20260630,Held,0,0.0,5.0
M0003857,D0003857,C0048062,R015,20240228,Held,0,0.0,21.0
M0003858,D0003858,C0038476,R014,20250104,Held,0,1.0,6.0
M0003859,D0003859,C0049693,R010,20240912,Held,0,0.0,1.0
M0003860,D0003860,C0078175,R012,20260224,Held,0,0.0,3.0
M0003861,D0003861,C0044830,R013,20240320,Cancelled,1,1.0,
M0003862,D0003862,C0060671,R013,20260826,Held,0,0.0,16.0
M0003863,D0003863,C0073383,R004,20240130,Held,0,1.0,12.0
M0003864,D0003864,C0059024,R011,20240125,Held,0,0.0,16.0
M0003865,D0003865,C0075416,R006,20260105,Cancelled,1,0.0,
M0003866,D0003866,C0088594,R005,20250604,Held,0,0.0,5.0
M0003867,D0003867,C0052069,R006,20260220,Cancelled,1,0.0,
M0003868,D0003868,C0071166,R010,20240416,Held,0,1.0,20.0
M0003869,D0003869,C0075588,R009,20250331,Held,0,0.0,6.0
M0003870,D0003870,C0002949,R004,20240516,Held,0,0.0,10.0
M0003871,D0003871,C0029153,R006,20250530,Cancelled,1,0.0,
M0003872,D0003872,C0051415,R010,20260907,Cancelled,1,0.0,
M0003873,D0003873,C0026282,R003,20260401,Held,0,1.0,21.0
M0003874,D0003874,C0078985,R007,20251120,Cancelled,1,0.0,
M0003875,D0003875,C0013141,R015,20260210,Held,0,0.0,11.0
M0003876,D0003876,C0080113,R008,20260224,Held,0,0.0,2.0
M0003877,D0003877,C0037320,R005,20240515,Cancelled,1,1.0,
M0003878,D0003878,C0096255,R007,20241126,Held,0,0.0,17.0
M0003879,D0003879,C0006759,R001,20260919,Held,0,1.0,7.0
M0003880,D0003880,C0050915,R014,20260630,Held,0,1.0,8.0
M0003881,D0003881,C0033786,R008,20240918,Held,0,1.0,6.0
M0003882,D0003882,C0058681,R012,20240627,Held,0,1.0,8.0
M0003883,D0003883,C0050346,R010,20240411,Held,0,1.0,26.0
M0003884,D0003884,C0026620,R005,20260822,Held,0,1.0,13.0
M0003885,D0003885,C0062827,R004,20250626,Cancelled,1,1.0,
M0003886,D0003886,C0029929,R013,20250319,Cancelled,1,0.0,
M0003887,D0003887,C0072742,R008,20261112,Held,0,0.0,24.0
M0003888,D0003888,C0088726,R009,20240904,Held,0,0.0,29.0
M0003889,D0003889,C0096233,R010,20240916,Cancelled,1,0.0,
M0003890,D0003890,C0061664,R011,20240618,Held,0,0.0,3.0
M0003891,D0003891,C0090282,R005,20251215,Held,0,0.0,5.0
M0003892,D0003892,C0041951,R010,20250603,Cancelled,1,0.0,
M0003893,D0003893,C0055240,R015,20240828,Cancelled,1,1.0,
M0003894,D0003894,C0019182,R003,20250314,Held,0,0.0,10.0
M0003895,D0003895,C0057147,R006,20260720,Cancelled,1,0.0,
M0003896,D0003896,C0026458,R015,20250306,Held,0,0.0,24.0
M0003897,D0003897,C0070905,R010,20260904,Held,0,1.0,10.0
M0003898,D0003898,C0094632,R008,20260106,Cancelled,1,1.0,
M0003899,D0003899,C0048280,R013,20260417,Cancelled,1,0.0,
M0003900,D0003900,C0039043,R008,20260916,Cancelled,1,0.0,
M0003901,D0003901,C0064112,R006,20240409,Held,0,1.0,14.0
M0003902,D0003902,C0063471,R003,20250916,Cancelled,1,1.0,
M0003903,D0003903,C0039056,R006,20261030,Cancelled,1,1.0,
M0003904,D0003904,C0095723,R003,20260715,Held,0,1.0,5.0
M0003905,D0003905,C0061993,R010,20260109,Held,0,0.0,19.0
M0003906,D0003906,C0101392,R012,20250626,Held,0,1.0,8.0
M0003907,D0003907,C0082924,R008,20240910,Cancelled,1,0.0,
M0003908,D0003908,C0091020,R015,20260407,Held,0,1.0,5.0
M0003909,D0003909,C0018891,R003,20261230,Held,0,1.0,10.0
M0003910,D0003910,C0004706,R010,20250124,Cancelled,1,0.0,
M0003911,D0003911,C0009201,R007,20251002,Cancelled,1,0.0,
M0003912,D0003912,C0035224,R004,20251213,Held,0,1.0,11.0
M0003913,D0003913,C0037654,R004,20260905,Held,0,1.0,4.0
M0003914,D0003914,C0042377,R001,20241214,Cancelled,1,1.0,
M0003915,D0003915,C0091205,R006,20260610,Held,0,0.0,20.0
M0003916,D0003916,C0043002,R001,20260504,Held,0,0.0,5.0
M0003917,D0003917,C0029848,R014,20240119,Cancelled,1,0.0,
M0003918,D0003918,C0016455,R013,20251125,Cancelled,1,0.0,
M0003919,D0003919,C0042899,R008,20260831,Held,0,0.0,18.0
M0003920,D0003920,C0021333,R007,20251114,Cancelled,1,1.0,
M0003921,D0003921,C0031232,R014,20260609,Cancelled,1,0.0,
M0003922,D0003922,C0037512,R005,20240311,Held,0,0.0,7.0
M0003923,D0003923,C0085199,R013,20250710,Cancelled,1,1.0,
M0003924,D0003924,C0073620,R007,20241211,Cancelled,1,0.0,
M0003925,D0003925,C0005815,R009,20260116,Held,0,1.0,10.0
M0003926,D0003926,C0083936,R003,20260907,Held,0,0.0,10.0
M0003927,D0003927,C0063448,R014,20240815,Held,0,1.0,11.0
M0003928,D0003928,C0076769,R013,20250205,Held,0,1.0,17.0
M0003929,D0003929,C0095608,R005,20251003,Cancelled,1,0.0,
M0003930,D0003930,C0015264,R004,20250610,Held,0,0.0,26.0
M0003931,D0003931,C0002177,R002,20261231,Held,0,1.0,50.0
M0003932,D0003932,C0081997,R005,20261218,Held,0,0.0,18.0
M0003933,D0003933,C0070531,R010,20250521,Cancelled,1,0.0,
M0003934,D0003934,C0047666,R005,20260428,Cancelled,1,0.0,
M0003935,D0003935,C0097998,R008,20240405,Held,0,0.0,8.0
M0003936,D0003936,C0090351,R004,20260331,Cancelled,1,1.0,
M0003937,D0003937,C0006575,R014,20251125,Held,0,1.0,13.0
M0003938,D0003938,C0072268,R004,20240906,Cancelled,1,0.0,
M0003939,D0003939,C0073090,R004,20241108,Cancelled,1,1.0,
M0003940,D0003940,C0096209,R003,20260316,Held,0,0.0,6.0
M0003941,D0003941,C0028721,R012,20260213,Held,0,1.0,13.0
